regiao,UF,municipio,populacao,frota total
SE,MG,sacramento,26556,17655
SE,MG,salinas,41864,20067
SE,MG,salto da divisa,7014,715
SE,MG,santa barbara,31873,15340
SE,MG,santa barbara do leste,8212,4733
SE,MG,santa barbara do monte verde,3212,4141
SE,MG,santa barbara do tugurio,4385,2178
SE,MG,santa cruz de minas,8723,4069
SE,MG,santa cruz de salinas,4074,1217
SE,MG,santa cruz do escalvado,4693,2072
SE,MG,santa efigenia de minas,4354,2048
SE,MG,santa fe de minas,3806,508
SE,MG,santa helena de minas,6406,1308
SE,MG,santa juliana,14497,8463
SE,MG,santa luzia,221705,91384
SE,MG,santa margarida,16393,9517
SE,MG,santa maria de itabira,10867,4652
SE,MG,santa maria do salto,5203,996
SE,MG,santa maria do suacui,14607,4868
SE,MG,santana da vargem,7047,3730
SE,MG,santana de cataguases,3909,1579
SE,MG,santana de pirapama,7538,2609
SE,MG,santana do deserto,3985,1838
SE,MG,santana do garambeu,2494,878
SE,MG,santana do jacare,4847,1862
SE,MG,santana do manhuacu,8660,4604
SE,MG,santana do paraiso,36048,11015
SE,MG,santana do riacho,4334,1807
SE,MG,santana dos montes,3753,1388
SE,MG,santa rita de caldas,8900,6638
SE,MG,santa rita de jacutinga,4843,2830
SE,MG,santa rita de minas,7322,2879
SE,MG,santa rita de ibitipoca,3380,1260
SE,MG,santa rita do itueto,5426,3356
SE,MG,santa rita do sapucai,44226,22689
SE,MG,santa rosa da serra,3364,2031
SE,MG,santa vitoria,19997,12350
SE,MG,santo antonio do amparo,18697,7574
SE,MG,santo antonio do aventureiro,3602,1908
SE,MG,santo antonio do grama,3861,1497
SE,MG,santo antonio do itambe,3763,1349
SE,MG,santo antonio do jacinto,11570,3629
SE,MG,santo antonio do monte,28603,19262
SE,MG,santo antonio do retiro,7316,2321
SE,MG,santo antonio do rio abaixo,1756,620
SE,MG,santo hipolito,3044,873
SE,MG,santos dumont,46357,20438
SE,MG,sao bento abade,5411,1820
SE,MG,sao bras do suacui,3770,2160
SE,MG,sao domingos das dores,5672,3472
SE,MG,sao domingos do prata,17296,8222
SE,MG,sao felix de minas,3354,1447
SE,MG,sao francisco,56625,18145
SE,MG,sao francisco de paula,6512,3479
SE,MG,sao francisco de sales,6309,3107
SE,MG,sao francisco do gloria,4758,2169
SE,MG,sao geraldo,12751,4085
SE,MG,sao geraldo da piedade,3860,1557
SE,MG,sao geraldo do baixio,4104,966
SE,MG,sao goncalo do abaete,8527,2591
SE,MG,sao goncalo do para,12776,7863
SE,MG,sao goncalo do rio abaixo,11114,5508
SE,MG,sao goncalo do sapucai,25670,13404
SE,MG,sao gotardo,36084,26150
SE,MG,sao joao batista do gloria,7541,4700
SE,MG,sao joao da lagoa,4949,1269
SE,MG,sao joao da mata,2743,1944
SE,MG,sao joao da ponte,25033,6963
SE,MG,sao joao das missoes,13232,2185
SE,MG,sao joao del rei,90897,55651
SE,MG,sao joao do manhuacu,11785,5930
SE,MG,sao joao do manteninha,5975,2636
SE,MG,sao joao do oriente,7393,3294
SE,MG,sao joao do pacui,4476,930
SE,MG,sao joao do paraiso,23797,10118
SE,MG,sao joao evangelista,15761,7601
SE,MG,sao joao nepomuceno,26530,13965
SE,MG,sao joaquim de bicas,32696,13868
SE,MG,sao jose da barra,7532,3737
SE,MG,sao jose da lapa,24490,21954
SE,MG,sao jose da safira,4291,960
SE,MG,sao jose da varginha,5151,2114
SE,MG,sao jose do alegre,4222,1809
SE,MG,sao jose do divino,3851,1095
SE,MG,sao jose do goiabal,5356,2101
SE,MG,sao jose do jacuri,6409,2413
SE,MG,sao jose do mantimento,2821,1358
SE,MG,sao lourenco,46539,27773
SE,MG,sao miguel do anta,6949,3306
SE,MG,sao pedro da uniao,4563,3710
SE,MG,sao pedro dos ferros,7634,2637
SE,MG,sao pedro do suacui,5160,1802
SE,MG,sao romao,12713,2576
SE,MG,sao roque de minas,7100,5408
SE,MG,sao sebastiao da bela vista,5598,2603
SE,MG,sao sebastiao da vargem alegre,3039,1691
SE,MG,sao sebastiao do anta,6697,3010
SE,MG,sao sebastiao do maranhao,9884,3045
SE,MG,sao sebastiao do oeste,6948,3285
SE,MG,sao sebastiao do paraiso,71915,50589
SE,MG,sao sebastiao do rio preto,1478,495
SE,MG,sao sebastiao do rio verde,2259,987
SE,MG,sao tiago,10979,6306
SE,MG,sao tomas de aquino,6980,3830
SE,MG,sao tome das letras,7151,2157
SE,MG,sao vicente de minas,7876,3177
SE,MG,sapucai-mirim,7045,4027
SE,MG,sardoa,6421,3380
SE,MG,sarzedo,34050,17920
SE,MG,setubinha,12493,1766
SE,MG,sem-peixe,2579,999
SE,MG,senador amaral,5365,3909
SE,MG,senador cortes,2001,951
SE,MG,senador firmino,7902,6028
SE,MG,senador jose bento,1422,621
SE,MG,senador modestino goncalves,4056,1339
SE,MG,senhora de oliveira,5786,2593
SE,MG,senhora do porto,3516,1275
SE,MG,senhora dos remedios,10474,5347
SE,MG,sericita,7340,4363
SE,MG,seritinga,1857,876
SE,MG,serra azul de minas,4292,1209
SE,MG,serra da saudade,771,427
SE,MG,serra dos aimores,8725,2191
SE,MG,serra do salitre,11750,6480
SE,MG,serrania,7667,3497
SE,MG,serranopolis de minas,4836,1427
SE,MG,serranos,1949,968
SE,MG,serro,20915,7981
SE,MG,sete lagoas,243950,138639
SE,MG,silveirania,2267,1077
SE,MG,silvianopolis,6258,3070
SE,MG,simao pereira,2621,2155
SE,MG,simonesia,19834,11398
SE,MG,sobralia,5476,2185
SE,MG,soledade de minas,6226,2472
SE,MG,tabuleiro,3669,1932
SE,MG,taiobeiras,34653,24733
SE,MG,taparuba,3093,1244
SE,MG,tapira,4890,2382
SE,MG,tapirai,1869,692
SE,MG,taquaracu de minas,4120,1696
SE,MG,tarumirim,14280,5726
SE,MG,teixeiras,11680,7391
SE,MG,teofilo otoni,141269,63298
SE,MG,timoteo,91268,46850
SE,MG,tiradentes,8160,5299
SE,MG,tiros,6369,4963
SE,MG,tocantins,16769,9866
SE,MG,tocos do moji,4117,2479
SE,MG,toledo,6336,3509
SE,MG,tombos,7683,4810
SE,MG,tres coracoes,80561,36150
SE,MG,tres marias,33062,16727
SE,MG,tres pontas,57127,31343
SE,MG,tumiritinga,6797,1383
SE,MG,tupaciguara,25466,18777
SE,MG,turmalina,20280,12538
SE,MG,turvolandia,5099,2937
SE,MG,uba,117995,71168
SE,MG,ubai,12661,2916
SE,MG,ubaporanga,12514,5607
SE,MG,uberaba,340277,240405
SE,MG,uberlandia,706597,487814
SE,MG,umburatiba,2582,583
SE,MG,unai,85461,57977
SE,MG,uniao de minas,4265,1860
SE,MG,uruana de minas,3256,957
SE,MG,urucania,10333,4261
SE,MG,urucuia,17470,2669
SE,MG,vargem alegre,6460,2506
SE,MG,vargem bonita,2143,973
SE,MG,vargem grande do rio pardo,5045,1933
SE,MG,varginha,137608,85679
SE,MG,varjao de minas,7235,3408
SE,MG,varzea da palma,40101,15759
SE,MG,varzelandia,19290,7206
SE,MG,vazante,20692,13964
SE,MG,verdelandia,9527,1763
SE,MG,veredinha,5733,2712
SE,MG,verissimo,4090,936
SE,MG,vermelho novo,4852,3031
SE,MG,vespasiano,131849,54868
SE,MG,vicosa,79910,48621
SE,MG,vieiras,3570,2141
SE,MG,mathias lobato,3157,900
SE,MG,virgem da lapa,13729,4157
SE,MG,virginia,8652,4503
SE,MG,virginopolis,10459,5555
SE,MG,virgolandia,5303,1625
SE,MG,visconde do rio branco,43351,27038
SE,MG,volta grande,5270,1783
SE,MG,wenceslau braz,2543,986
SE,ES,afonso claudio,30326,21140
SE,ES,aguia branca,9621,5930
SE,ES,agua doce do norte,10801,6002
SE,ES,alegre,29869,14598
SE,ES,alfredo chaves,14670,10790
SE,ES,alto rio novo,7911,3850
SE,ES,anchieta,30285,13692
SE,ES,apiaca,7542,5034
SE,ES,aracruz,104942,46870
SE,ES,atilio vivacqua,12270,6155
SE,ES,baixo guandu,31263,20403
SE,ES,barra de sao francisco,45301,25087
SE,ES,boa esperanca,15146,6990
SE,ES,bom jesus do norte,9988,13426
SE,ES,brejetuba,12450,7434
SE,ES,cachoeiro de itapemirim,212172,121430
SE,ES,cariacica,386495,177621
SE,ES,castelo,37956,28033
SE,ES,colatina,124283,69339
SE,ES,conceicao da barra,31479,8433
SE,ES,conceicao do castelo,12887,8967
SE,ES,divino de sao lourenco,4236,2596
SE,ES,domingos martins,34120,27299
SE,ES,dores do rio preto,6793,4384
SE,ES,ecoporanga,22748,9969
SE,ES,fundao,22379,8519
SE,ES,governador lindenberg,13047,7008
SE,ES,guacui,31372,19967
SE,ES,guarapari,128504,76558
SE,ES,ibatiba,26762,16999
SE,ES,ibiracu,12701,6219
SE,ES,ibitirama,8830,5170
SE,ES,iconha,14083,12944
SE,ES,irupi,13672,8618
SE,ES,itaguacu,13982,8063
SE,ES,itapemirim,34957,17449
SE,ES,itarana,10433,7789
SE,ES,iuna,29417,16391
SE,ES,jaguare,31589,15530
SE,ES,jeronimo monteiro,12336,6175
SE,ES,joao neiva,16774,8529
SE,ES,laranja da terra,10919,8294
SE,ES,linhares,179755,84069
SE,ES,mantenopolis,15653,6252
SE,ES,marataizes,39259,22845
SE,ES,marechal floriano,17141,13131
SE,ES,marilandia,13091,8465
SE,ES,mimoso do sul,26079,13929
SE,ES,montanha,18954,7708
SE,ES,mucurici,5468,2112
SE,ES,muniz freire,17176,10300
SE,ES,muqui,15602,7727
SE,ES,nova venecia,50751,27225
SE,ES,pancas,23426,8940
SE,ES,pedro canario,26575,10898
SE,ES,pinheiros,27601,9357
SE,ES,piuma,22388,12096
SE,ES,ponto belo,8016,2843
SE,ES,presidente kennedy,11741,9357
SE,ES,rio bananal,19398,14692
SE,ES,rio novo do sul,11630,7529
SE,ES,santa leopoldina,12171,7599
SE,ES,santa maria de jetiba,41588,37679
SE,ES,santa teresa,23853,16783
SE,ES,sao domingos do norte,8735,5484
SE,ES,sao gabriel da palha,39085,22781
SE,ES,sao jose do calcado,10536,5622
SE,ES,sao mateus,134629,56598
SE,ES,sao roque do canaa,12602,7229
SE,ES,serra,536765,228106
SE,ES,sooretama,31278,10271
SE,ES,vargem alta,21778,12965
SE,ES,venda nova do imigrante,26204,18582
SE,ES,viana,80735,35028
SE,ES,vila pavao,9280,6061
SE,ES,vila valerio,14065,10547
SE,ES,vila velha,508655,241215
SE,ES,vitoria,369534,202531
SE,RJ,angra dos reis,210171,64526
SE,RJ,aperibe,12036,6793
SE,RJ,araruama,136109,69621
SE,RJ,areal,12763,6610
SE,RJ,armacao dos buzios,35060,22821
SE,RJ,arraial do cabo,30827,12843
SE,RJ,barra do pirai,101139,38459
SE,RJ,barra mansa,185237,79704
SE,RJ,belford roxo,515239,123594
SE,RJ,bom jardim,27779,15123
SE,RJ,bom jesus do itabapoana,37306,14927
SE,RJ,cabo frio,234077,115026
SE,RJ,cachoeiras de macacu,59652,26930
SE,RJ,cambuci,15521,5804
SE,RJ,carapebus,16859,5293
SE,RJ,comendador levy gasparian,8590,3398
SE,RJ,campos dos goytacazes,514643,233333
SE,RJ,cantagalo,20163,8327
SE,RJ,cardoso moreira,12818,5040
SE,RJ,carmo,19161,5992
SE,RJ,casimiro de abreu,45864,17954
SE,RJ,conceicao de macabu,23561,10122
SE,RJ,cordeiro,22152,11077
SE,RJ,duas barras,11563,4717
SE,RJ,duque de caxias,929449,302719
SE,RJ,engenheiro paulo de frontin,14138,5650
SE,RJ,guapimirim,62225,18577
SE,RJ,iguaba grande,29344,13133
SE,RJ,itaborai,244416,93061
SE,RJ,itaguai,136547,54212
SE,RJ,italva,15387,6553
SE,RJ,itaocara,23211,15228
SE,RJ,itaperuna,104354,48612
SE,RJ,itatiaia,32312,8141
SE,RJ,japeri,106296,20152
SE,RJ,laje do muriae,7298,2265
SE,RJ,macae,266136,118668
SE,RJ,macuco,5646,3892
SE,RJ,mage,247741,80656
SE,RJ,mangaratiba,45941,15613
SE,RJ,marica,167668,74634
SE,RJ,mendes,18681,7733
SE,RJ,mesquita,177016,52958
SE,RJ,miguel pereira,25622,17512
SE,RJ,miracema,27134,11908
SE,RJ,natividade,15305,6054
SE,RJ,nilopolis,162893,58305
SE,RJ,niteroi,516981,278445
SE,RJ,nova friburgo,191664,130149
SE,RJ,nova iguacu,825388,282008
SE,RJ,paracambi,53093,20829
SE,RJ,paraiba do sul,44741,17373
SE,RJ,paraty,44175,11966
SE,RJ,paty do alferes,27942,15570
SE,RJ,petropolis,307144,174114
SE,RJ,pinheiral,25563,8248
SE,RJ,pirai,29802,10487
SE,RJ,porciuncula,19068,3993
SE,RJ,porto real,20254,8817
SE,RJ,quatis,14562,4711
SE,RJ,queimados,152311,41819
SE,RJ,quissama,25535,8973
SE,RJ,resende,133244,77954
SE,RJ,rio bonito,60930,51844
SE,RJ,rio claro,18677,5933
SE,RJ,rio das flores,9401,2904
SE,RJ,rio das ostras,159529,62795
SE,RJ,rio de janeiro,6775561,2987011
SE,RJ,santa maria madalena,10380,3711
SE,RJ,santo antonio de padua,42705,21618
SE,RJ,sao francisco de itabapoana,42214,15258
SE,RJ,sao fidelis,38749,18204
SE,RJ,sao goncalo,1098357,338584
SE,RJ,sao joao da barra,36731,14490
SE,RJ,sao joao de meriti,473385,163968
SE,RJ,sao jose de uba,7240,3221
SE,RJ,sao jose do vale do rio preto,22032,12036
SE,RJ,sao pedro da aldeia,107556,40400
SE,RJ,sao sebastiao do alto,9416,4090
SE,RJ,sapucaia,18270,4216
SE,RJ,saquarema,91938,40283
SE,RJ,seropedica,83841,29038
SE,RJ,silva jardim,21775,8112
SE,RJ,sumidouro,15709,8696
SE,RJ,tangua,34898,10520
SE,RJ,teresopolis,185820,101882
SE,RJ,trajano de moraes,10653,3846
SE,RJ,tres rios,82468,36817
SE,RJ,valenca,77202,27086
SE,RJ,varre-sai,11208,3228
SE,RJ,vassouras,37262,16982
SE,RJ,volta redonda,274925,146473
SE,SP,adamantina,35153,28571
SE,SP,adolfo,3545,2677
SE,SP,aguai,36981,23307
SE,SP,aguas da prata,8262,5028
SE,SP,aguas de lindoia,18908,14296
SE,SP,aguas de santa barbara,6142,4569
SE,SP,aguas de sao pedro,3588,2798
SE,SP,agudos,37582,24042
SE,SP,alambari,6231,2743
SE,SP,alfredo marcondes,4201,2648
SE,SP,altair,4211,1784
SE,SP,altinopolis,16221,10683
SE,SP,alto alegre,4078,2660
SE,SP,aluminio,18903,9514
SE,SP,alvares florence,3616,2132
SE,SP,alvares machado,25078,16702
SE,SP,alvaro de carvalho,5320,1522
SE,SP,alvinlandia,3251,1626
SE,SP,americana,244370,189352
SE,SP,americo brasiliense,41545,26921
SE,SP,americo de campos,5993,3988
SE,SP,amparo,73145,57465
SE,SP,analandia,5115,2853
SE,SP,andradina,57245,47979
SE,SP,angatuba,25724,14462
SE,SP,anhembi,6911,2673
SE,SP,anhumas,4172,2144
SE,SP,aparecida,36211,22585
SE,SP,aparecida d'oeste,4122,3442
SE,SP,apiai,24081,12703
SE,SP,aracariguama,23343,11925
SE,SP,aracatuba,199210,179540
SE,SP,aracoiaba da serra,35389,22962
SE,SP,aramina,5689,3298
SE,SP,arandu,6373,2973
SE,SP,arapei,2452,1202
SE,SP,araraquara,240542,190139
SE,SP,araras,136739,107261
SE,SP,arco-iris,1755,1052
SE,SP,arealva,8665,4906
SE,SP,areias,3906,1742
SE,SP,areiopolis,11186,5659
SE,SP,ariranha,9851,6113
SE,SP,artur nogueira,56247,40741
SE,SP,aruja,92453,59158
SE,SP,aspasia,1815,1200
SE,SP,assis,105768,83854
SE,SP,atibaia,145378,123167
SE,SP,auriflama,15316,11548
SE,SP,avai,5467,2256
SE,SP,avanhandava,14063,6341
SE,SP,avare,91792,68857
SE,SP,bady bassitt,18013,14934
SE,SP,balbinos,6127,802
SE,SP,balsamo,9209,6887
SE,SP,bananal,11039,5068
SE,SP,barao de antonina,3525,1482
SE,SP,barbosa,7532,3461
SE,SP,bariri,35844,25988
SE,SP,barra bonita,36125,29970
SE,SP,barra do chapeu,5794,2488
SE,SP,barra do turvo,7606,1951
SE,SP,barretos,123546,100692
SE,SP,barrinha,33537,16849
SE,SP,barueri,279704,191755
SE,SP,bastos,20952,17784
SE,SP,batatais,63438,44470
SE,SP,bauru,381706,294395
SE,SP,bebedouro,77612,67943
SE,SP,bento de abreu,3028,1559
SE,SP,bernardino de campos,11168,7623
SE,SP,bertioga,66154,28672
SE,SP,bilac,8197,5847
SE,SP,birigui,126094,105240
SE,SP,biritiba mirim,33265,14302
SE,SP,boa esperanca do sul,15111,8094
SE,SP,bocaina,12571,7857
SE,SP,bofete,12107,6179
SE,SP,boituva,63310,49818
SE,SP,bom jesus dos perdoes,26506,16757
SE,SP,bom sucesso de itarare,4013,1780
SE,SP,bora,839,548
SE,SP,boraceia,4913,2893
SE,SP,borborema,16278,11431
SE,SP,borebi,2713,1365
SE,SP,botucatu,149718,107657
SE,SP,braganca paulista,172346,136965
SE,SP,brauna,5795,3208
SE,SP,brejo alegre,2911,1609
SE,SP,brodowski,25605,17073
SE,SP,brotas,24862,18103
SE,SP,buri,20050,11050
SE,SP,buritama,17414,12454
SE,SP,buritizal,4547,3181
SE,SP,cabralia paulista,4222,2782
SE,SP,cabreuva,51130,31568
SE,SP,cacapava,95752,60522
SE,SP,cachoeira paulista,33827,17310
SE,SP,caconde,19031,11106
SE,SP,cafelandia,17917,11077
SE,SP,caiabu,4195,2180
SE,SP,caieiras,104044,49840
SE,SP,caiua,6017,1978
SE,SP,cajamar,79034,47388
SE,SP,cajati,28441,16135
SE,SP,cajobi,10649,5932
SE,SP,cajuru,26613,16781
SE,SP,campina do monte alegre,6088,3066
SE,SP,campinas,1223237,927429
SE,SP,campo limpo paulista,86407,49785
SE,SP,campos do jordao,52713,37702
SE,SP,campos novos paulista,5028,2602
SE,SP,cananeia,12542,4140
SE,SP,canas,5268,2139
SE,SP,candido mota,31410,21783
SE,SP,candido rodrigues,2805,1949
SE,SP,canitar,5365,2168
SE,SP,capao bonito,47098,28027
SE,SP,capela do alto,21257,13265
SE,SP,capivari,56973,38531
SE,SP,caraguatatuba,125194,74640
SE,SP,carapicuiba,405375,208483
SE,SP,cardoso,12371,7963
SE,SP,casa branca,30655,20287
SE,SP,cassia dos coqueiros,2488,1640
SE,SP,castilho,21521,10685
SE,SP,catanduva,123114,112186
SE,SP,catigua,7905,4227
SE,SP,cedral,9452,6906
SE,SP,cerqueira cesar,20391,13206
SE,SP,cerquilho,50631,32777
SE,SP,cesario lange,18595,13242
SE,SP,charqueada,17539,10286
SE,SP,clementina,8894,5552
SE,SP,colina,18601,13007
SE,SP,colombia,6223,3687
SE,SP,conchal,28491,20045
SE,SP,conchas,18138,11343
SE,SP,cordeiropolis,25116,18705
SE,SP,coroados,6197,3345
SE,SP,coronel macedo,4591,2025
SE,SP,corumbatai,4072,3000
SE,SP,cosmopolis,74662,42158
SE,SP,cosmorama,7289,5941
SE,SP,cotia,257882,155776
SE,SP,cravinhos,35858,24779
SE,SP,cristais paulista,8803,4610
SE,SP,cruzalia,2021,1519
SE,SP,cruzeiro,82895,45039
SE,SP,cubatao,132521,61004
SE,SP,cunha,21373,14082
SE,SP,descalvado,34097,26379
SE,SP,diadema,429550,224307
SE,SP,dirce reis,1805,1043
SE,SP,divinolandia,11027,9072
SE,SP,dobrada,9088,4242
SE,SP,dois corregos,27704,18324
SE,SP,dolcinopolis,2108,1735
SE,SP,dourado,8883,6208
SE,SP,dracena,47287,38044
SE,SP,duartina,12421,8317
SE,SP,dumont,10174,5601
SE,SP,echapora,6026,3560
SE,SP,eldorado,15592,5583
SE,SP,elias fausto,18095,9452
SE,SP,elisiario,3742,1769
SE,SP,embauba,2446,1383
SE,SP,embu das artes,279264,1383
SE,SP,embu-guacu,70402,42001
SE,SP,emilianopolis,3238,1881
SE,SP,engenheiro coelho,21712,11420
SE,SP,espirito santo do pinhal,44607,31500
SE,SP,espirito santo do turvo,4926,2556
SE,SP,estrela d'oeste,8420,7063
SE,SP,estrela do norte,2774,1314
SE,SP,euclides da cunha paulista,9280,4800
SE,SP,fartura,16102,10273
SE,SP,fernandopolis,69680,63248
SE,SP,fernando prestes,5805,4314
SE,SP,fernao,1739,924
SE,SP,ferraz de vasconcelos,198661,76368
SE,SP,flora rica,1397,894
SE,SP,floreal,2884,2078
SE,SP,florida paulista,14936,7041
SE,SP,florinea,2631,1574
SE,SP,franca,358539,278087
SE,SP,francisco morato,179372,55066
SE,SP,franco da rocha,158438,64513
SE,SP,gabriel monteiro,2776,1891
SE,SP,galia,6419,3958
SE,SP,garca,44429,30820
SE,SP,gastao vidigal,4911,2425
SE,SP,gaviao peixoto,4841,2212
SE,SP,general salgado,10855,7885
SE,SP,getulina,11485,5185
SE,SP,glicerio,4842,2467
SE,SP,guaicara,12416,6320
SE,SP,guaimbe,5806,2676
SE,SP,guaira,41283,31427
SE,SP,guapiacu,22087,13475
SE,SP,guapiara,16896,7752
SE,SP,guara,21394,10700
SE,SP,guaracai,8258,5972
SE,SP,guaraci,11382,6180
SE,SP,guarani d'oeste,1996,1252
SE,SP,guaranta,6685,3515
SE,SP,guararapes,33257,23977
SE,SP,guararema,30465,19823
SE,SP,guaratingueta,123192,78122
SE,SP,guarei,19244,7057
SE,SP,guariba,40857,23144
SE,SP,guaruja,324977,151738
SE,SP,guarulhos,1404694,735211
SE,SP,guatapara,7760,3790
SE,SP,guzolandia,5346,2647
SE,SP,herculandia,9649,5831
SE,SP,holambra,15605,11030
SE,SP,hortolandia,237570,130191
SE,SP,iacanga,12002,7382
SE,SP,iacri,6269,3685
SE,SP,iaras,9786,2489
SE,SP,ibate,35830,20100
SE,SP,ibira,12639,7325
SE,SP,ibirarema,7926,4112
SE,SP,ibitinga,61150,45510
SE,SP,ibiuna,80062,53954
SE,SP,icem,8363,4899
SE,SP,iepe,8228,5029
SE,SP,igaracu do tiete,24821,14010
SE,SP,igarapava,30791,16384
SE,SP,igarata,9631,6708
SE,SP,iguape,31117,11617
SE,SP,ilhabela,36194,23552
SE,SP,ilha comprida,11552,6401
SE,SP,ilha solteira,26886,20200
SE,SP,indaiatuba,260690,205407
SE,SP,indiana,4873,3323
SE,SP,indiapora,3876,2914
SE,SP,inubia paulista,4045,2305
SE,SP,ipaussu,15165,7448
SE,SP,ipero,38771,12204
SE,SP,ipeuna,7824,4675
SE,SP,ipigua,5557,2336
SE,SP,iporanga,4180,1255
SE,SP,ipua,16794,8370
SE,SP,iracemapolis,24982,17013
SE,SP,irapua,8101,4317
SE,SP,irapuru,8356,3515
SE,SP,itabera,17405,9394
SE,SP,itai,27632,15011
SE,SP,itajobi,15331,12847
SE,SP,itaju,3937,1674
SE,SP,itanhaem,104351,53479
SE,SP,itaoca,3332,1142
SE,SP,itapecerica da serra,179574,83040
SE,SP,itapetininga,167106,107404
SE,SP,itapeva,95241,66069
SE,SP,itapevi,244131,108317
SE,SP,itapira,75683,60287
SE,SP,itapirapua paulista,4294,1587
SE,SP,itapolis,43536,34299
SE,SP,itaporanga,15197,8238
SE,SP,itapui,14297,7616
SE,SP,itapura,4994,1790
SE,SP,itaquaquecetuba,379082,138571
SE,SP,itarare,50778,26912
SE,SP,itariri,17754,5098
SE,SP,itatiba,124254,88408
SE,SP,itatinga,21139,10234
SE,SP,itirapina,18610,9411
SE,SP,itirapua,6587,3173
SE,SP,itobi,7862,4772
SE,SP,itu,177150,132234
SE,SP,itupeva,64330,43840
SE,SP,ituverava,42259,28785
SE,SP,jaborandi,6963,4176
SE,SP,jaboticabal,78029,60878
SE,SP,jacarei,237119,147878
SE,SP,jaci,7322,4891
SE,SP,jacupiranga,17911,9292
SE,SP,jaguariuna,59921,43841
SE,SP,jales,49291,48222
SE,SP,jambeiro,6828,3109
SE,SP,jandira,127734,61536
SE,SP,jardinopolis,45544,27092
SE,SP,jarinu,31173,21882
SE,SP,jau,153463,109245
SE,SP,jeriquara,3143,1962
SE,SP,joanopolis,13453,10781
SE,SP,joao ramalho,4577,2079
SE,SP,jose bonifacio,37707,31350
SE,SP,julio mesquita,4824,1880
SE,SP,jumirim,3467,1817
SE,SP,jundiai,426935,341743
SE,SP,junqueiropolis,20978,13832
SE,SP,juquia,18627,8375
SE,SP,juquitiba,31844,17752
SE,SP,lagoinha,4882,4051
SE,SP,laranjal paulista,29047,19824
SE,SP,lavinia,12581,2926
SE,SP,lavrinhas,7361,3553
SE,SP,leme,105273,76628
SE,SP,lencois paulista,69533,51502
SE,SP,limeira,310783,232579
SE,SP,lindoia,8201,5626
SE,SP,lins,78978,62646
SE,SP,lorena,89532,49681
SE,SP,lourdes,2311,1210
SE,SP,louveira,51007,34584
SE,SP,lucelia,22022,13487
SE,SP,lucianopolis,2412,1384
SE,SP,luis antonio,15628,7624
SE,SP,luiziania,5918,2420
SE,SP,lupercio,4608,2021
SE,SP,lutecia,2623,1550
SE,SP,macatuba,17263,11364
SE,SP,macaubal,8174,5683
SE,SP,macedonia,3686,2258
SE,SP,magda,3086,2369
SE,SP,mairinque,47723,32418
SE,SP,mairipora,103645,55942
SE,SP,manduri,9972,6896
SE,SP,maraba paulista,6039,1849
SE,SP,maracai,14069,9206
SE,SP,marapoama,3097,2688
SE,SP,mariapolis,4098,1865
SE,SP,marilia,242249,179055
SE,SP,marinopolis,2101,1363
SE,SP,martinopolis,26791,15616
SE,SP,matao,84069,70431
SE,SP,maua,481725,244234
SE,SP,mendonca,5638,3843
SE,SP,meridiano,3813,3493
SE,SP,mesopolis,1903,1131
SE,SP,miguelopolis,22480,12322
SE,SP,mineiros do tiete,13023,7296
SE,SP,miracatu,19511,10030
SE,SP,mira estrela,3125,1981
SE,SP,mirandopolis,29844,19312
SE,SP,mirante do paranapanema,18415,9223
SE,SP,mirassol,60768,47441
SE,SP,mirassolandia,4966,2976
SE,SP,mococa,69072,47872
SE,SP,mogi das cruzes,455587,264433
SE,SP,mogi guacu,154146,123201
SE,SP,mogi mirim,94098,76293
SE,SP,mombuca,3523,2241
SE,SP,moncoes,2274,1891
SE,SP,mongagua,58567,25491
SE,SP,monte alegre do sul,8181,6528
SE,SP,monte alto,51039,43054
SE,SP,monte aprazivel,25651,17716
SE,SP,monte azul paulista,18928,14832
SE,SP,monte castelo,4166,2614
SE,SP,monteiro lobato,4739,3154
SE,SP,monte mor,61707,35822
SE,SP,morro agudo,33598,19563
SE,SP,morungaba,13936,10811
SE,SP,motuca,4831,2561
SE,SP,murutinga do sul,4525,2577
SE,SP,nantes,3215,1237
SE,SP,narandiba,4950,2539
SE,SP,natividade da serra,6624,3037
SE,SP,nazare paulista,18866,13203
SE,SP,neves paulista,8917,6162
SE,SP,nhandeara,11575,7860
SE,SP,nipoa,5381,3186
SE,SP,nova alianca,7161,4139
SE,SP,nova campina,9962,3048
SE,SP,nova canaa paulista,1824,1263
SE,SP,nova castilho,1290,769
SE,SP,nova europa,11519,6142
SE,SP,nova granada,21871,14315
SE,SP,nova guataporanga,2333,1406
SE,SP,nova independencia,4135,2744
SE,SP,novais,6057,2614
SE,SP,nova luzitania,4217,1878
SE,SP,nova odessa,61716,46100
SE,SP,novo horizonte,41765,31554
SE,SP,nuporanga,7522,4672
SE,SP,ocaucu,4294,2687
SE,SP,oleo,2447,1455
SE,SP,olimpia,55477,42611
SE,SP,onda verde,4462,2416
SE,SP,oriente,6569,3666
SE,SP,orindiuva,7318,4204
SE,SP,orlandia,44682,35612
SE,SP,osasco,701428,449640
SE,SP,oscar bressane,2603,1533
SE,SP,osvaldo cruz,33118,24907
SE,SP,ourinhos,115139,81956
SE,SP,ouroeste,10712,7048
SE,SP,ouro verde,8676,4337
SE,SP,pacaembu,14326,7576
SE,SP,palestina,13285,7166
SE,SP,palmares paulista,13691,4898
