regiao,UF,municipio,populacao,frota total
CO,MT,nova canaa do norte,12876,9001
CO,MT,nova mutum,48222,34782
CO,MT,nova olimpia,20820,9562
CO,MT,nova ubirata,12492,5856
CO,MT,nova xavantina,21695,14943
CO,MT,novo mundo,9545,4372
CO,MT,novo horizonte do norte,4069,1868
CO,MT,novo sao joaquim,4837,3813
CO,MT,paranaita,11291,7861
CO,MT,paranatinga,23250,13936
CO,MT,novo santo antonio,2769,386
CO,MT,pedra preta,17547,10723
CO,MT,peixoto de azevedo,35695,17894
CO,MT,planalto da serra,2637,1272
CO,MT,pocone,33386,15303
CO,MT,pontal do araguaia,6972,2976
CO,MT,ponte branca,1525,432
CO,MT,pontes e lacerda,46105,35993
CO,MT,porto alegre do norte,12849,4884
CO,MT,porto dos gauchos,5344,3906
CO,MT,porto esperidiao,12176,4709
CO,MT,porto estrela,2794,1175
CO,MT,poxoreu,15936,7283
CO,MT,primavera do leste,63876,66448
CO,MT,querencia,18386,13088
CO,MT,sao jose dos quatro marcos,18788,13267
CO,MT,reserva do cabacal,2754,1138
CO,MT,ribeirao cascalheira,10450,5725
CO,MT,ribeiraozinho,2439,1090
CO,MT,rio branco,5147,3468
CO,MT,santa carmem,4600,3600
CO,MT,santo afonso,3164,1159
CO,MT,sao jose do povo,4102,966
CO,MT,sao jose do rio claro,21351,10094
CO,MT,sao jose do xingu,5646,2037
CO,MT,sao pedro da cipa,4823,1734
CO,MT,rondolandia,4069,766
CO,MT,rondonopolis,239613,196748
CO,MT,rosario oeste,16999,6274
CO,MT,santa cruz do xingu,2700,856
CO,MT,salto do ceu,3226,2388
CO,MT,santa rita do trivelato,3602,1819
CO,MT,santa terezinha,8547,1691
CO,MT,santo antonio do leste,5459,1671
CO,MT,santo antonio do leverger,17188,5527
CO,MT,sao felix do araguaia,11934,3972
CO,MT,sapezal,27485,18805
CO,MT,serra nova dourada,1705,292
CO,MT,sinop,148960,138487
CO,MT,sorriso,94941,83185
CO,MT,tabapora,9357,5609
CO,MT,tangara da serra,107631,76429
CO,MT,tapurah,14380,9348
CO,MT,terra nova do norte,9284,8305
CO,MT,tesouro,3761,694
CO,MT,torixoreu,3487,2593
CO,MT,uniao do sul,3455,2216
CO,MT,vale de sao domingos,3124,1167
CO,MT,varzea grande,290383,186971
CO,MT,vera,11731,6722
CO,MT,vila rica,26946,12775
CO,MT,nova guarita,4407,3833
CO,MT,nova marilandia,3332,1614
CO,MT,nova maringa,9056,2935
CO,MT,nova monte verde,9375,5283
CO,GO,abadia de goias,9158,5344
CO,GO,abadiania,20873,6418
CO,GO,acreuna,22710,13080
CO,GO,adelandia,2515,1420
CO,GO,agua fria de goias,5843,1290
CO,GO,agua limpa,1809,927
CO,GO,aguas lindas de goias,222850,37508
CO,GO,alexania,28360,14254
CO,GO,aloandia,1976,1228
CO,GO,alto horizonte,6796,2905
CO,GO,alto paraiso de goias,7751,2962
CO,GO,alvorada do norte,8749,4375
CO,GO,amaralina,3875,813
CO,GO,americano do brasil,6220,3170
CO,GO,amorinopolis,3011,1714
CO,GO,anapolis,396526,294492
CO,GO,anhanguera,1171,577
CO,GO,anicuns,22113,12874
CO,GO,aparecida de goiania,601844,323414
CO,GO,aparecida do rio doce,2474,1488
CO,GO,apore,4266,2079
CO,GO,aracu,3450,2251
CO,GO,aragarcas,20410,16247
CO,GO,aragoiania,10680,5063
CO,GO,araguapaz,7795,3965
CO,GO,arenopolis,2462,1285
CO,GO,aruana,10340,3092
CO,GO,aurilandia,3000,1609
CO,GO,avelinopolis,2401,1401
CO,GO,baliza,5418,463
CO,GO,barro alto,11643,5676
CO,GO,bela vista de goias,31004,19699
CO,GO,bom jardim de goias,8912,4404
CO,GO,bom jesus de goias,26069,16276
CO,GO,bonfinopolis,10120,3720
CO,GO,bonopolis,4579,1000
CO,GO,brazabrantes,3812,1625
CO,GO,britania,5815,3131
CO,GO,buriti alegre,9515,6438
CO,GO,buriti de goias,2464,1931
CO,GO,buritinopolis,3272,1091
CO,GO,cabeceiras,8098,3119
CO,GO,cachoeira alta,12843,5840
CO,GO,cachoeira de goias,1336,633
CO,GO,cachoeira dourada,7997,4315
CO,GO,cacu,16525,8709
CO,GO,caiaponia,19304,9331
CO,GO,caldas novas,95183,68893
CO,GO,caldazinha,3900,2173
CO,GO,campestre de goias,3662,1728
CO,GO,campinacu,3628,1555
CO,GO,campinorte,12880,6839
CO,GO,campo alegre de goias,7884,3544
CO,GO,campo limpo de goias,8087,3158
CO,GO,campos belos,20124,11757
CO,GO,campos verdes,1526,1802
CO,GO,carmo do rio verde,10299,5428
CO,GO,castelandia,3380,1642
CO,GO,catalao,113091,87242
CO,GO,caturai,5132,2678
CO,GO,cavalcante,9740,1990
CO,GO,ceres,22407,20861
CO,GO,cezarina,8794,4788
CO,GO,chapadao do ceu,10797,7766
CO,GO,cidade ocidental,74370,12920
CO,GO,cocalzinho de goias,20771,6022
CO,GO,colinas do sul,3339,930
CO,GO,corrego do ouro,2254,1287
CO,GO,corumba de goias,11223,4633
CO,GO,corumbaiba,10012,4942
CO,GO,cristalina,61385,33364
CO,GO,cristianopolis,2962,2124
CO,GO,crixas,17136,9539
CO,GO,crominia,3458,2302
CO,GO,cumari,2820,1688
CO,GO,damianopolis,3302,1159
CO,GO,damolandia,2944,1836
CO,GO,davinopolis,2094,996
CO,GO,diorama,2477,1137
CO,GO,doverlandia,7174,5001
CO,GO,edealina,3678,2280
CO,GO,edeia,12559,8008
CO,GO,estrela do norte,3253,1796
CO,GO,faina,6527,2678
CO,GO,fazenda nova,5471,3379
CO,GO,firminopolis,13604,6169
CO,GO,flores de goias,17415,1605
CO,GO,formosa,125705,77399
CO,GO,formoso,4098,2787
CO,GO,gameleira de goias,3923,1261
CO,GO,divinopolis de goias,4701,958
CO,GO,goianapolis,11217,6952
CO,GO,goiandira,5650,2953
CO,GO,goianesia,72045,48664
CO,GO,goiania,1555626,1246091
CO,GO,goianira,46278,25386
CO,GO,goias,22122,13725
CO,GO,goiatuba,34307,28090
CO,GO,gouvelandia,6076,1902
CO,GO,guapo,14206,8345
CO,GO,guaraita,1905,1177
CO,GO,guarani de goias,3801,1215
CO,GO,guarinos,1681,607
CO,GO,heitorai,3742,1913
CO,GO,hidrolandia,22533,12947
CO,GO,hidrolina,3450,1621
CO,GO,iaciara,14215,4030
CO,GO,inaciolandia,6275,2515
CO,GO,indiara,15962,8016
CO,GO,inhumas,53655,41098
CO,GO,ipameri,27365,15223
CO,GO,ipiranga de goias,2892,1419
CO,GO,ipora,31471,30346
CO,GO,israelandia,2772,1193
CO,GO,itaberai,44329,31068
CO,GO,itaguari,4684,3236
CO,GO,itaguaru,5184,3665
CO,GO,itaja,4412,3022
CO,GO,itapaci,23850,11681
CO,GO,itapirapua,4380,4374
CO,GO,itapuranga,25597,21976
CO,GO,itaruma,7337,2783
CO,GO,itaucu,8968,4202
CO,GO,itumbiara,106845,89835
CO,GO,ivolandia,2295,776
CO,GO,jandaia,6001,3534
CO,GO,jaragua,52160,27433
CO,GO,jatai,103221,82404
CO,GO,jaupaci,2843,1499
CO,GO,jesupolis,2497,835
CO,GO,joviania,7417,5177
CO,GO,jussara,18266,16909
CO,GO,lagoa santa,1652,595
CO,GO,leopoldo de bulhoes,7663,3913
CO,GO,luziania,214645,71098
CO,GO,mairipotaba,2358,1335
CO,GO,mambai,9277,2829
CO,GO,mara rosa,9234,5778
CO,GO,marzagao,2263,1262
CO,GO,matrincha,4321,2046
CO,GO,maurilandia,14568,6611
CO,GO,mimoso de goias,2575,389
CO,GO,minacu,28518,20691
CO,GO,mineiros,69477,47777
CO,GO,moipora,1471,738
CO,GO,monte alegre de goias,8759,1385
CO,GO,montes claros de goias,8037,4675
CO,GO,montividiu,13935,7716
CO,GO,montividiu do norte,4538,1432
CO,GO,morrinhos,46955,34785
CO,GO,morro agudo de goias,2217,1565
CO,GO,mossamedes,4120,2443
CO,GO,mozarlandia,16077,9240
CO,GO,mundo novo,4540,2727
CO,GO,mutunopolis,3749,2020
CO,GO,nazario,9375,3759
CO,GO,neropolis,30931,18233
CO,GO,niquelandia,47064,22533
CO,GO,nova america,2362,1458
CO,GO,nova aurora,2236,1315
CO,GO,nova crixas,13020,5845
CO,GO,nova gloria,8063,4632
CO,GO,nova iguacu de goias,2939,1198
CO,GO,nova roma,3208,832
CO,GO,nova veneza,10193,4459
CO,GO,novo brasil,2775,2114
CO,GO,novo gama,119649,15115
CO,GO,novo planalto,4592,1680
CO,GO,orizona,15834,10716
CO,GO,ouro verde de goias,3679,1983
CO,GO,ouvidor,6895,3489
CO,GO,padre bernardo,35011,8008
CO,GO,palestina de goias,3470,1373
CO,GO,palmeiras de goias,29915,18151
CO,GO,palmelo,2382,1175
CO,GO,palminopolis,3578,2562
CO,GO,panama,2590,1195
CO,GO,paranaiguara,10221,5113
CO,GO,parauna,10988,8035
CO,GO,perolandia,3156,1294
CO,GO,petrolina de goias,10240,4679
CO,GO,pilar de goias,2135,907
CO,GO,piracanjuba,24543,18195
CO,GO,piranhas,10161,7797
CO,GO,pirenopolis,25218,14267
CO,GO,pires do rio,31909,23439
CO,GO,planaltina,91345,25045
CO,GO,pontalina,17899,12624
CO,GO,porangatu,45866,36349
CO,GO,porteirao,3979,1933
CO,GO,portelandia,4032,1592
CO,GO,posse,37924,19652
CO,GO,professor jamil,3211,1298
CO,GO,quirinopolis,51323,37778
CO,GO,rialma,10961,8806
CO,GO,rianapolis,4832,2987
CO,GO,rio quente,4728,2149
CO,GO,rio verde,247259,157707
CO,GO,rubiataba,20012,14377
CO,GO,sanclerlandia,7630,6031
CO,GO,santa barbara de goias,6701,3169
CO,GO,santa cruz de goias,2782,913
CO,GO,santa fe de goias,5585,2614
CO,GO,santa helena de goias,38962,28055
CO,GO,santa isabel,3821,1469
CO,GO,santa rita do araguaia,9110,4692
CO,GO,santa rita do novo destino,3367,680
CO,GO,santa rosa de goias,2200,1790
CO,GO,santa tereza de goias,3207,1975
CO,GO,santa terezinha de goias,8386,5099
CO,GO,santo antonio da barra,4886,1555
CO,GO,santo antonio de goias,6593,3268
CO,GO,santo antonio do descoberto,76871,12630
CO,GO,sao domingos,13305,2586
CO,GO,sao francisco de goias,6265,2754
CO,GO,sao joao d'alianca,14423,3438
CO,GO,sao joao da parauna,1312,1161
CO,GO,sao luis de montes belos,34488,25859
CO,GO,sao luiz do norte,5263,2104
CO,GO,sao miguel do araguaia,21849,15150
CO,GO,sao miguel do passa quatro,4105,1824
CO,GO,sao patricio,2040,1008
CO,GO,sao simao,21318,10141
CO,GO,senador canedo,121447,63155
CO,GO,serranopolis,8737,3493
CO,GO,silvania,20938,13840
CO,GO,simolandia,6895,2875
CO,GO,sitio d'abadia,3040,597
CO,GO,taquaral de goias,3506,2031
CO,GO,teresina de goias,3538,632
CO,GO,terezopolis de goias,8326,3154
CO,GO,tres ranchos,2830,1588
CO,GO,trindade,132006,70263
CO,GO,trombas,3497,1615
CO,GO,turvania,4526,2759
CO,GO,turvelandia,5447,1930
CO,GO,uirapuru,2829,1053
CO,GO,uruacu,41150,30786
CO,GO,uruana,13795,9540
CO,GO,urutai,3056,1700
CO,GO,valparaiso de goias,175720,40028
CO,GO,varjao,3848,2250
CO,GO,vianopolis,14088,11065
CO,GO,vicentinopolis,9002,5655
CO,GO,vila boa,6451,875
CO,GO,vila propicio,5941,1121
CO,DF,brasilia,3094325,1958804
