UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
GO;ITABERAI;31068;12904;0;1077;336;3165;528;0;234;67;6653;3295;124;0;1958;521;0;0;0;1;3;202
SE;ITABI;1450;433;0;27;0;60;3;0;7;5;821;60;9;0;19;1;0;0;0;1;0;4
MG;ITABIRA;65448;37897;0;1885;155;5560;1672;0;256;345;13916;1300;894;1;784;149;9;9;0;3;59;554
MG;ITABIRINHA;6103;2016;0;207;5;378;49;0;2;8;2847;391;43;0;128;4;0;0;0;0;4;21
MG;ITABIRITO;35158;19780;0;1210;422;2812;963;1;180;274;6538;1091;511;0;576;471;1;5;0;3;15;305
RJ;ITABORAI;93061;58921;0;3225;283;5531;3882;0;845;782;14454;1889;647;0;1821;289;0;8;0;5;28;451
BA;ITABUNA;83350;37462;0;2094;260;6977;2330;6;841;124;23603;5555;819;0;1779;742;3;5;0;2;60;688
TO;ITACAJA;2470;421;0;57;3;243;21;0;1;3;1372;315;4;0;23;2;0;0;0;0;0;5
MG;ITACAMBIRA;341;96;0;18;0;52;7;0;0;2;149;3;11;0;3;0;0;0;0;0;0;0
MG;ITACARAMBI;6252;1723;0;161;0;520;94;0;15;15;3117;410;69;0;102;0;0;9;0;0;6;11
BA;ITACARE;3322;1221;0;67;2;347;151;0;3;49;1223;126;12;0;50;1;0;0;0;0;9;61
AM;ITACOATIARA;25636;3510;0;403;38;1069;189;0;22;48;11567;8416;177;0;45;72;0;1;0;0;62;17
PE;ITACURUBA;812;316;0;28;1;90;9;0;1;8;321;12;6;0;17;0;0;0;0;0;2;1
RS;ITACURUBI;1683;921;0;84;7;182;32;0;2;10;386;13;12;0;21;9;0;1;0;2;0;1
BA;ITAETE;2765;862;0;83;0;347;41;0;0;30;1275;76;30;0;15;0;0;0;0;0;2;4
BA;ITAGI;2080;644;0;46;0;229;33;0;0;4;1036;63;15;0;6;0;0;0;0;0;0;4
BA;ITAGIBA;2360;884;0;48;8;253;70;0;2;71;876;89;29;0;19;3;0;0;0;0;0;8
BA;ITAGIMIRIM;1503;596;0;63;11;182;31;0;2;5;458;57;11;0;66;17;0;0;0;0;1;3
ES;ITAGUACU;8063;3017;0;349;25;911;77;0;1;21;2974;499;75;0;58;29;0;0;0;6;4;17
BA;ITAGUACU DA BAHIA;1650;727;0;39;3;176;10;0;1;19;629;18;9;0;14;3;0;0;0;0;0;2
RJ;ITAGUAI;54212;36009;0;1778;368;3135;2861;0;368;370;6098;1163;409;0;911;394;0;6;0;8;51;283
PR;ITAGUAJE;3203;1816;0;80;46;273;78;0;1;13;545;148;32;0;93;66;0;0;0;0;2;10
MG;ITAGUARA;10410;4576;0;534;362;1023;175;0;11;25;2826;168;123;0;170;363;2;2;0;5;1;44
GO;ITAGUARI;3236;1531;0;72;2;451;61;0;13;14;663;213;16;0;180;7;0;0;0;0;0;13
GO;ITAGUARU;3665;1542;0;108;1;588;54;0;28;10;953;215;11;0;148;1;0;0;0;0;0;6
TO;ITAGUATINS;1050;245;0;33;3;100;10;0;6;5;501;106;13;0;19;2;0;0;0;0;0;7
SP;ITAI;15011;8919;0;608;193;1511;482;0;1;93;1765;323;227;0;459;296;16;1;0;6;0;111
PE;ITAIBA;6265;1504;0;181;3;565;45;0;15;56;3676;142;29;0;35;4;0;0;0;0;1;9
CE;ITAICABA;3268;784;0;44;1;156;30;0;19;9;1938;222;18;0;37;7;0;0;0;0;0;3
PI;ITAINOPOLIS;2903;634;0;74;3;288;35;0;0;29;1608;182;28;0;16;4;0;0;0;0;0;2
SC;ITAIOPOLIS;15963;8773;0;762;54;1694;375;0;1;37;3334;383;123;0;273;50;1;2;0;6;1;94
MA;ITAIPAVA DO GRAJAU;1346;162;0;34;0;116;4;0;0;10;943;57;10;0;6;0;0;0;0;0;0;4
MG;ITAIPE;3743;1294;0;109;19;353;74;0;12;21;1633;130;33;0;20;31;1;0;0;0;5;8
PR;ITAIPULANDIA;7574;3772;0;339;85;749;233;0;2;42;1350;603;61;0;175;108;0;1;0;0;2;52
CE;ITAITINGA;14917;5512;0;505;169;748;239;0;39;83;6543;427;121;0;193;218;1;0;0;1;3;115
PA;ITAITUBA;50834;9223;0;1693;212;5455;638;0;64;49;25541;6606;212;0;211;446;6;0;0;3;37;438
GO;ITAJA;3022;1460;0;125;13;482;103;0;49;14;511;98;24;0;111;16;0;0;0;1;0;15
RN;ITAJA;2434;737;0;133;17;141;14;0;54;6;1058;210;8;0;18;19;0;0;0;0;0;19
SC;ITAJAI;192505;95200;0;5076;4786;10912;7207;1;156;311;33199;20642;471;0;4347;7012;16;116;3;83;28;2939
SP;ITAJOBI;12847;7020;0;635;106;1695;341;0;9;25;1938;372;72;0;435;110;1;2;0;0;2;84
SP;ITAJU;1674;990;0;81;8;221;56;0;0;4;202;14;23;0;52;14;2;0;0;0;0;7
BA;ITAJU DO COLONIA;968;313;0;25;1;105;24;0;0;3;466;14;7;0;10;0;0;0;0;0;0;0
MG;ITAJUBA;50849;29713;0;923;143;3755;2029;0;480;129;11017;979;131;0;749;93;5;23;0;4;11;665
BA;ITAJUIPE;4352;1979;0;81;3;333;254;0;10;41;1390;133;30;0;80;2;1;0;0;0;1;14
RJ;ITALVA;6553;2719;0;214;43;306;99;0;329;39;1974;549;36;0;159;57;0;1;0;0;12;16
BA;ITAMARAJU;24113;7681;0;562;61;2560;369;0;73;76;9889;2062;200;0;392;71;1;0;0;2;12;102
MG;ITAMARANDIBA;19819;7578;0;928;279;2140;405;0;96;85;7164;290;220;0;191;347;6;1;0;1;39;49
AM;ITAMARATI;315;5;0;12;0;16;2;0;0;0;236;44;0;0;0;0;0;0;0;0;0;0
MG;ITAMARATI DE MINAS;1738;864;0;109;13;136;32;0;23;14;453;27;14;0;32;16;0;0;0;0;0;5
BA;ITAMARI;1572;450;0;50;1;127;62;0;0;13;815;45;2;0;5;0;0;0;0;0;0;2
MG;ITAMBACURI;7270;2881;0;221;12;749;146;0;140;39;2729;118;61;0;117;31;1;2;0;0;5;18
PR;ITAMBARACA;3983;2176;0;213;41;432;82;0;3;23;702;131;38;0;72;48;5;1;0;0;2;14
BA;ITAMBE;3507;1528;0;82;1;349;119;0;6;77;1142;116;16;0;50;7;0;0;1;0;4;9
PE;ITAMBE;15628;3628;0;399;25;702;179;0;74;50;8379;1813;170;0;147;23;0;1;0;0;9;29
PR;ITAMBE;4494;2140;0;219;98;487;67;0;2;8;890;266;43;0;85;149;0;0;0;2;1;37
MG;ITAMBE DO MATO DENTRO;777;337;0;28;1;66;9;0;0;7;311;6;8;0;1;1;0;0;0;0;1;1
MG;ITAMOGI;6946;3947;0;355;49;761;215;0;12;29;1135;229;51;0;97;41;0;0;0;3;2;20
MG;ITAMONTE;9106;4815;0;343;77;864;290;0;18;28;2058;240;41;0;145;83;0;1;0;0;3;100
BA;ITANAGRA;721;256;0;36;1;59;13;0;0;2;299;26;13;0;13;0;0;0;0;0;0;3
SP;ITANHAEM;53479;29956;0;1681;735;3311;2145;2;103;322;11423;1947;142;1;904;361;4;7;0;40;17;378
MG;ITANHANDU;9703;5305;0;513;152;783;357;0;58;47;1685;147;38;0;324;206;4;0;0;1;6;77
MT;ITANHANGA;3971;1155;0;249;106;625;64;0;4;5;1099;341;22;0;73;190;0;0;0;0;0;38
BA;ITANHEM;5240;1808;0;93;15;710;66;0;1;12;2288;121;32;0;54;15;0;0;0;0;1;24
MG;ITANHOMI;6007;2143;0;160;12;466;71;0;3;15;2693;285;32;0;76;14;12;0;0;1;2;22
MG;ITAOBIM;7269;3043;0;262;107;754;184;0;17;42;2250;230;55;0;183;99;4;0;0;0;10;29
SP;ITAOCA;1142;569;0;55;1;102;17;0;0;15;334;14;10;0;20;0;0;0;0;0;0;5
RJ;ITAOCARA;15228;5992;0;402;23;969;269;0;296;52;5230;1657;46;0;194;40;0;0;0;0;4;54
GO;ITAPACI;11681;5166;0;276;41;1137;168;0;50;30;3136;956;114;0;520;37;0;0;0;2;1;47
MG;ITAPAGIPE;8485;3944;0;318;33;1006;174;0;61;32;1824;412;53;0;469;123;3;0;0;0;3;30
CE;ITAPAJE;17885;3968;0;417;13;900;125;1;2;52;11056;1027;71;0;130;17;2;1;0;0;9;94
BA;ITAPARICA;3279;1666;0;51;4;143;185;0;23;35;949;123;33;0;42;8;0;0;0;0;2;15
BA;ITAPE;1705;648;0;38;3;145;36;0;2;1;770;30;6;0;24;0;0;0;0;0;0;2
BA;ITAPEBI;1523;708;0;72;3;180;27;0;1;5;422;53;8;0;35;3;0;0;0;0;1;5
MG;ITAPECERICA;10835;5684;0;414;26;964;231;0;68;63;2841;205;69;0;206;26;2;1;0;0;4;31
SP;ITAPECERICA DA SERRA;83040;50414;0;2445;659;5359;3454;4;17;672;15213;2072;789;0;494;803;1;13;0;29;6;596
MA;ITAPECURU MIRIM;15319;3019;0;423;30;827;120;1;325;42;8311;2001;42;0;73;55;0;1;0;0;4;45
PR;ITAPEJARA D'OESTE;8294;4573;0;449;125;1079;176;0;0;18;1045;376;59;0;126;193;0;2;0;1;0;72
SC;ITAPEMA;50669;27047;0;727;173;3945;2747;0;19;90;8185;3966;63;0;1176;185;5;89;0;17;8;2227
ES;ITAPEMIRIM;17449;7481;0;706;50;1430;384;0;9;51;5058;1736;84;0;213;62;1;6;0;8;15;155
PR;ITAPERUCU;16179;9621;0;792;173;1733;479;0;5;103;2404;324;128;0;115;220;0;0;0;2;3;77
RJ;ITAPERUNA;48612;21126;0;1011;75;2359;922;0;2290;145;16273;3045;126;0;825;86;15;1;0;12;25;276
PE;ITAPETIM;3758;1131;0;96;4;271;17;0;41;9;1949;192;12;0;23;4;0;1;0;0;1;7
BA;ITAPETINGA;21731;8452;0;535;34;2008;496;0;30;80;8321;1143;164;0;294;45;19;1;0;0;5;104
SP;ITAPETININGA;107404;57467;0;3078;565;7488;3218;0;227;484;23112;7630;557;0;2112;796;3;10;0;37;35;585
MG;ITAPEVA;6699;3721;0;276;205;695;143;0;3;31;1241;73;22;0;96;142;0;1;0;0;0;50
SP;ITAPEVA;66069;35047;0;2198;1070;5156;1759;4;18;351;13403;3093;473;0;1328;1755;2;5;0;9;10;388
SP;ITAPEVI;108317;68657;0;2184;618;6278;4136;0;25;519;21239;2809;211;0;497;609;0;4;0;34;14;483
BA;ITAPICURU;2466;722;0;58;7;198;61;0;1;17;1171;115;67;0;15;19;0;0;0;0;1;14
CE;ITAPIPOCA;42974;9403;0;1087;35;2689;378;1;45;116;24442;3941;148;0;333;53;5;2;0;0;9;287
SP;ITAPIRA;60287;30766;0;1858;230;4628;2166;0;688;140;15501;2581;249;0;620;318;20;3;0;5;8;506
AM;ITAPIRANGA;930;183;0;27;3;126;6;0;1;4;417;139;10;0;0;8;0;0;0;0;6;0
SC;ITAPIRANGA;14259;6779;0;437;186;1241;431;0;1;27;3438;1005;91;0;279;191;1;6;0;1;0;145
GO;ITAPIRAPUA;4374;1658;0;94;8;471;72;0;46;14;1447;298;16;0;226;12;0;0;0;0;0;12
SP;ITAPIRAPUA PAULISTA;1587;705;0;58;1;181;39;0;0;21;499;32;22;0;22;1;0;0;0;0;1;5
TO;ITAPIRATINS;1157;251;0;34;10;97;16;0;0;3;547;141;14;0;21;18;0;0;0;0;1;4
PE;ITAPISSUMA;4669;2436;0;120;21;233;409;0;128;41;918;49;26;0;80;187;0;0;0;1;0;20
BA;ITAPITANGA;1018;379;0;13;0;105;30;0;0;6;447;19;6;0;8;0;0;0;0;0;1;4
CE;ITAPIUNA;4297;1134;0;80;0;232;34;0;1;15;2598;130;40;0;26;1;0;0;0;0;1;5
SC;ITAPOA;14379;7479;0;331;213;1290;566;0;5;38;2445;670;42;0;614;322;1;21;1;13;9;319
SP;ITAPOLIS;34299;19258;0;1362;297;3275;1140;0;177;147;5822;1103;248;0;927;350;7;3;0;1;11;171
MS;ITAPORA;12012;4770;0;553;308;1567;200;0;146;34;2531;957;50;0;284;542;0;1;0;0;2;67
TO;ITAPORA DO TOCANTINS;803;197;0;22;1;84;3;0;0;3;398;56;17;0;18;0;0;0;0;0;0;4
PB;ITAPORANGA;9076;2249;0;166;5;581;83;0;148;53;4944;715;28;0;48;9;0;0;0;0;5;42
SP;ITAPORANGA;8238;4615;0;303;124;813;188;0;1;37;1427;223;93;0;182;171;0;0;0;2;3;56
SE;ITAPORANGA D'AJUDA;8480;3181;0;340;61;440;120;1;329;42;3015;551;85;0;221;70;0;0;0;0;3;21
PB;ITAPOROROCA;5943;1717;0;140;3;392;41;0;23;7;2992;549;41;0;16;3;0;0;0;0;0;19
RO;ITAPUA DO OESTE;3741;970;0;228;45;479;42;0;9;5;1327;384;77;0;86;73;0;0;0;1;2;13
RS;ITAPUCA;1318;795;0;86;3;154;33;0;0;6;202;9;13;0;10;6;0;0;0;0;0;1
SP;ITAPUI;7616;4318;0;418;34;548;279;0;42;49;1251;374;68;0;146;44;2;0;0;0;1;42
SP;ITAPURA;1790;1094;0;37;2;128;33;0;2;7;291;39;18;0;137;0;0;0;0;0;0;2
GO;ITAPURANGA;21976;8473;0;458;71;2263;282;0;64;40;6183;2555;72;0;1282;120;0;0;0;0;7;106
SP;ITAQUAQUECETUBA;138571;93488;0;3470;867;8391;5622;0;250;511;21143;1930;479;0;717;976;0;7;0;87;10;623
BA;ITAQUARA;1189;551;0;41;0;157;17;0;0;10;362;11;16;0;10;10;0;0;0;0;1;3
RS;ITAQUI;20841;10660;0;750;466;1987;554;0;22;40;4115;759;119;1;533;632;4;11;0;16;12;160
MS;ITAQUIRAI;9471;4475;0;316;87;902;151;0;10;14;2454;602;142;0;152;118;0;0;0;0;1;47
PE;ITAQUITINGA;3077;1030;0;44;2;133;106;0;84;35;1441;118;48;0;29;2;0;0;0;0;0;5
ES;ITARANA;7789;2889;0;520;25;869;76;0;1;45;2585;588;46;0;67;21;0;0;0;18;4;35
BA;ITARANTIM;3599;1091;0;118;4;400;60;0;0;19;1749;61;9;0;52;21;0;0;0;0;2;13
SP;ITARARE;26912;15351;0;1015;293;2008;768;1;151;103;5276;746;261;0;409;376;1;4;0;3;7;139
CE;ITAREMA;10448;2509;0;201;8;1257;105;0;0;21;5405;755;48;0;50;20;1;0;0;0;3;65
SP;ITARIRI;5098;2648;0;429;69;487;139;0;4;63;910;135;25;0;75;71;1;1;0;6;3;32
GO;ITARUMA;2783;1146;0;109;17;542;69;0;23;24;532;160;21;0;109;17;0;0;0;0;1;13
RS;ITATI;1647;803;0;87;18;182;58;0;0;6;332;37;11;0;78;17;0;7;0;1;0;10
RJ;ITATIAIA;8141;4700;0;154;23;466;281;0;31;91;1597;360;51;0;107;80;0;1;0;1;2;196
MG;ITATIAIUCU;6773;3774;0;364;278;632;180;0;29;27;921;47;52;0;173;272;1;1;0;1;1;20
SP;ITATIBA;88408;54589;0;2483;528;7154;3906;2;65;285;13675;2678;395;1;880;753;5;9;0;26;15;959
RS;ITATIBA DO SUL;2049;1108;0;87;11;230;56;0;0;11;475;16;13;0;14;19;0;2;0;0;0;7
BA;ITATIM;5129;1728;0;260;98;448;78;0;0;43;1944;338;42;0;78;57;0;0;0;0;1;14
SP;ITATINGA;10234;6249;0;295;102;905;359;1;8;64;1397;261;139;0;251;150;1;0;0;0;5;47
CE;ITATIRA;5244;1394;0;217;3;295;41;0;6;22;3030;120;67;0;21;5;0;0;0;0;0;23
PB;ITATUBA;2193;561;0;47;8;169;18;0;31;4;1246;62;16;0;9;15;0;0;0;0;2;5
RN;ITAU;1940;586;0;74;1;183;13;0;11;12;866;160;1;0;20;2;0;0;0;0;1;10
MG;ITAU DE MINAS;9886;5663;0;312;528;781;234;0;23;51;1362;227;57;0;187;418;2;1;0;4;1;35
MT;ITAUBA;3333;997;0;158;92;407;48;0;2;14;848;438;17;0;130;158;0;0;0;0;0;24
AP;ITAUBAL;192;52;0;14;0;11;4;0;1;0;99;7;3;0;1;0;0;0;0;0;0;0
GO;ITAUCU;4202;2173;0;141;18;599;76;0;8;10;679;249;17;0;203;19;0;0;0;0;0;10
PI;ITAUEIRA;2929;474;0;82;25;308;31;0;3;11;1676;232;8;0;23;45;0;0;0;0;2;9
MG;ITAUNA;64958;35356;0;1664;865;6442;1965;0;197;258;13563;1258;358;1;1435;1003;23;12;1;9;34;514
PR;ITAUNA DO SUL;2241;1174;0;63;10;148;24;0;2;8;588;110;16;0;76;18;0;0;0;0;0;4
MG;ITAVERAVA;2188;812;0;84;21;176;32;0;1;10;937;34;28;0;26;19;0;0;0;1;1;6
MG;ITINGA;3085;996;0;76;13;307;55;0;1;26;1414;97;52;0;22;16;0;1;0;1;2;6
MA;ITINGA DO MARANHAO;8918;1265;0;176;114;505;40;0;10;9;4589;1830;22;0;122;213;1;0;0;0;7;15
MT;ITIQUIRA;5269;1647;0;233;120;764;100;0;5;31;1404;528;98;0;103;200;0;1;0;0;2;33
SP;ITIRAPINA;9411;5538;0;354;118;812;342;0;58;58;1310;269;72;0;214;201;2;1;0;2;4;56
SP;ITIRAPUA;3173;2065;0;92;9;324;113;0;3;12;444;25;23;0;38;14;0;0;0;0;1;10
BA;ITIRUCU;3119;1346;0;134;6;292;54;0;0;22;1051;150;28;0;24;10;0;0;0;0;0;2
BA;ITIUBA;7190;2484;0;177;10;633;98;0;1;60;3267;295;97;0;49;9;0;0;0;0;1;9
SP;ITOBI;4772;2585;0;181;18;414;157;0;8;38;1069;98;118;0;45;18;3;0;0;1;2;17
BA;ITORORO;3886;1627;0;106;1;460;130;0;2;37;1182;153;30;0;132;6;0;0;0;0;0;20
SP;ITU;132234;76446;0;3527;1567;9460;5100;1;228;515;24918;3766;679;2;1806;2587;1;99;0;46;20;1466
BA;ITUACU;4929;1468;0;229;19;734;68;0;1;88;1960;226;61;0;26;27;0;0;0;0;2;20
BA;ITUBERA;6389;1868;0;176;3;635;179;0;6;39;2925;394;49;0;61;4;0;0;0;1;0;49
MG;ITUETA;2481;818;0;90;19;222;31;0;1;5;1067;144;23;0;28;25;0;0;0;0;1;7
MG;ITUIUTABA;72648;30318;0;1518;450;6258;1347;0;484;301;17827;10117;390;0;2550;705;9;7;0;4;38;325
GO;ITUMBIARA;89835;40998;0;2059;1936;8318;1967;0;1436;255;16871;9529;467;0;3399;1902;1;6;0;8;11;672
MG;ITUMIRIM;2662;1536;0;91;5;210;85;0;3;30;613;16;11;0;51;2;0;0;0;0;1;8
SP;ITUPEVA;43840;25245;0;1718;1253;4006;1688;0;37;158;6480;782;126;0;469;1338;1;7;0;11;15;506
PA;ITUPIRANGA;14026;2327;0;527;271;1635;151;0;13;120;6563;1463;75;0;275;513;0;0;0;0;19;74
SC;ITUPORANGA;23111;12818;0;839;417;2240;830;0;3;52;3155;1067;82;0;611;567;2;22;0;19;1;386
MG;ITURAMA;29628;13094;0;954;610;2759;673;0;208;115;5625;1981;349;0;2254;855;5;0;0;3;3;140
MG;ITUTINGA;2033;1206;0;79;17;191;39;0;0;29;304;26;9;0;97;26;0;0;0;1;0;9
SP;ITUVERAVA;28785;15717;0;701;417;2313;768;0;395;66;4793;2047;160;0;650;498;3;1;0;2;5;249
BA;IUIU;2346;609;0;58;5;274;23;0;1;17;1282;29;23;0;8;15;0;0;0;0;0;2
ES;IUNA;16391;7312;0;559;40;1657;295;0;21;113;5397;618;79;0;155;49;0;0;0;3;2;91
PR;IVAI;9102;4416;0;469;83;1259;166;0;2;16;2334;72;63;0;64;90;3;0;0;1;2;62
PR;IVAIPORA;25373;13504;0;1106;217;3073;566;0;13;49;4272;1570;134;0;317;367;7;3;0;1;14;160
PR;IVATE;5087;2317;0;253;95;421;60;0;1;12;1001;391;89;0;283;145;1;0;0;0;1;17
PR;IVATUBA;1637;901;0;63;18;189;30;0;1;7;287;68;10;0;38;21;0;0;0;0;0;4
MS;IVINHEMA;19486;8113;0;783;280;2105;343;0;8;89;3932;2109;260;0;692;619;1;0;0;2;2;148
GO;IVOLANDIA;776;352;0;12;0;100;16;0;4;4;227;24;2;0;35;0;0;0;0;0;0;0
RS;IVORA;1278;671;0;97;3;240;25;0;0;6;184;9;9;0;20;5;0;0;0;4;0;5
RS;IVOTI;16840;10647;0;624;82;1073;851;0;8;50;1821;408;124;0;701;93;0;35;0;19;6;298
PE;JABOATAO DOS GUARARAPES;216120;113115;0;5707;1717;11182;9249;21;2652;788;59592;2310;2216;0;3251;2205;4;11;0;16;181;1903
SC;JABORA;3042;1716;0;176;28;411;79;0;0;18;380;78;27;0;60;46;1;0;0;2;0;20
BA;JABORANDI;2320;518;0;108;18;352;40;0;1;1;1156;30;35;0;23;34;0;0;0;0;0;4
SP;JABORANDI;4176;2024;0;211;67;380;105;0;21;10;808;295;58;0;97;67;0;0;0;0;1;32
PR;JABOTI;2773;1368;0;74;7;360;54;0;0;11;763;57;26;0;35;9;0;0;0;0;0;9
RS;JABOTICABA;2615;1303;0;121;14;268;48;0;0;6;696;68;31;0;23;20;0;2;0;0;0;15
SP;JABOTICABAL;60878;31704;0;2232;293;5122;1982;2;787;136;11700;3827;224;0;1711;561;5;7;0;5;12;568
MG;JABOTICATUBAS;8987;4282;0;359;10;1101;202;0;16;26;2615;115;74;0;107;9;0;1;0;3;4;63
RN;JACANA;6657;2588;0;802;25;547;85;0;4;77;2093;218;44;0;79;41;0;1;0;0;0;53
BA;JACARACI;2532;1289;0;63;12;372;47;0;0;23;600;49;39;0;6;16;0;0;0;0;0;16
PB;JACARAU;3875;1267;0;70;1;301;47;0;13;11;1959;152;26;0;13;5;0;0;0;0;0;10
AL;JACARE DOS HOMENS;1045;339;0;36;3;61;6;0;1;11;528;22;17;0;16;3;0;0;0;0;0;2
PA;JACAREACANGA;1401;87;0;65;3;177;7;0;0;2;813;207;5;0;3;10;0;1;0;0;0;21
SP;JACAREI;147878;97234;0;2802;987;9191;5749;1;210;661;23610;2498;345;0;2025;1115;2;5;0;108;18;1317
PR;JACAREZINHO;25824;14055;0;627;182;1961;815;0;15;152;5530;1270;166;0;592;271;1;1;0;1;9;176
SP;JACI;4891;2534;0;264;77;548;141;0;2;6;886;129;18;0;179;85;0;0;0;0;1;21
MT;JACIARA;24389;7314;0;807;1294;2074;392;0;22;48;5602;3011;169;0;808;2692;0;4;0;0;9;143
MG;JACINTO;2668;1043;0;42;0;255;51;0;7;13;1097;55;48;0;42;0;0;0;0;0;5;10
SC;JACINTO MACHADO;9314;4135;0;474;129;929;224;0;6;14;2369;481;46;0;226;182;0;4;0;5;1;89
BA;JACOBINA;34376;13052;0;898;72;3604;677;0;6;177;13187;1558;340;0;460;93;11;0;0;0;27;214
PI;JACOBINA DO PIAUI;2202;430;0;89;1;255;11;0;0;5;1329;61;3;0;13;1;0;0;0;0;2;2
MG;JACUI;5965;2829;0;213;15;607;69;0;2;19;2024;68;49;0;38;12;0;0;0;0;0;20
AL;JACUIPE;711;261;0;15;0;44;33;0;1;16;299;7;21;0;12;0;0;0;0;0;1;1
RS;JACUIZINHO;1431;741;0;86;7;193;25;0;0;5;317;9;20;0;19;7;0;1;0;0;0;1
PA;JACUNDA;17704;2173;0;659;116;1452;123;0;9;29;10037;2596;90;0;193;174;2;0;0;0;9;42
SP;JACUPIRANGA;9292;4551;2;427;100;712;229;13;6;61;2008;332;385;0;229;166;2;4;0;3;0;62
MG;JACUTINGA;16979;9985;0;568;119;1656;494;0;39;96;3248;214;97;0;194;93;17;2;0;2;16;139
RS;JACUTINGA;2925;1762;0;161;18;460;75;0;0;9;313;53;7;0;24;22;0;0;0;0;0;21
PR;JAGUAPITA;9018;4651;0;401;107;1083;202;0;25;49;1384;629;98;0;193;144;1;0;0;0;8;43
BA;JAGUAQUARA;15010;5240;0;711;68;1820;352;0;5;70;5885;486;95;0;125;75;0;1;0;0;6;71
MG;JAGUARACU;1236;631;0;94;10;106;29;0;3;5;311;3;8;0;22;11;0;0;0;0;0;3
RS;JAGUARAO;21510;12842;0;393;363;1904;754;0;21;34;3053;728;74;0;640;449;5;27;0;9;7;207
BA;JAGUARARI;9100;3601;0;365;22;1020;272;0;6;116;3064;347;106;0;110;42;1;0;0;1;5;22
ES;JAGUARE;15530;5074;0;551;81;1601;189;0;5;35;5472;1982;96;0;277;92;0;0;0;9;2;64
CE;JAGUARETAMA;6171;1110;0;190;2;455;40;0;0;18;3966;309;31;0;29;2;1;0;0;0;2;16
RS;JAGUARI;7529;3962;0;367;23;1100;208;0;6;36;1360;103;60;0;220;42;0;5;0;3;1;33
PR;JAGUARIAIVA;19568;10778;0;792;396;1977;564;0;19;97;3316;397;160;0;361;556;3;1;0;6;8;137
CE;JAGUARIBARA;4854;901;0;116;8;372;39;0;3;16;2720;591;19;0;49;10;0;0;0;0;1;9
CE;JAGUARIBE;15330;3084;0;449;58;1104;87;0;16;78;8921;1191;40;0;154;77;0;0;0;0;10;61
BA;JAGUARIPE;2192;710;0;67;1;218;96;0;6;44;972;13;45;0;13;1;0;0;0;0;1;5
SP;JAGUARIUNA;43841;24840;0;1128;144;3274;1666;0;72;92;9253;1936;123;0;636;207;2;3;0;14;8;443
CE;JAGUARUANA;12789;2284;0;321;27;575;103;0;7;39;7834;1376;40;0;105;25;0;0;0;0;11;42
SC;JAGUARUNA;16521;8689;0;560;172;1402;557;0;3;28;3047;919;93;0;491;186;3;19;0;5;6;341
MG;JAIBA;16797;4988;0;502;33;1320;171;0;127;34;7710;1089;245;0;391;134;0;2;0;3;12;36
PI;JAICOS;5042;1312;0;176;0;542;58;0;1;35;2622;248;18;0;17;0;0;0;0;0;2;11
SP;JALES;48222;22398;0;1277;392;3972;1202;0;185;57;11320;4398;104;0;1970;590;37;1;0;4;6;309
SP;JAMBEIRO;3109;1843;0;122;25;347;119;0;2;47;441;15;19;0;58;32;0;1;0;7;1;30
MG;JAMPRUCA;1047;357;0;22;0;63;12;0;1;7;523;10;31;0;15;0;3;1;0;0;0;2
MG;JANAUBA;38174;11612;0;902;104;2761;657;0;546;49;15464;4583;203;0;972;135;1;22;0;0;30;133
GO;JANDAIA;3534;1510;0;128;38;468;80;0;49;8;838;106;20;0;201;76;0;0;0;1;0;11
PR;JANDAIA DO SUL;16264;9016;0;759;180;1905;476;0;8;46;2294;756;77;0;355;251;2;1;0;1;10;127
BA;JANDAIRA;974;323;0;36;2;78;25;0;2;5;420;26;18;0;24;4;0;0;0;0;0;11
RN;JANDAIRA;1544;596;0;54;0;151;19;0;3;1;650;30;17;0;12;1;0;0;0;0;0;10
SP;JANDIRA;61536;38964;0;1246;272;3955;2577;0;16;350;11052;1674;182;0;316;391;0;5;0;18;8;510
RN;JANDUIS;1337;365;0;33;0;79;11;0;12;8;732;81;4;0;8;1;0;0;0;0;0;3
MT;JANGADA;3137;1207;0;86;33;393;50;0;6;10;1031;179;23;0;49;63;0;0;0;0;3;4
PR;JANIOPOLIS;3875;1934;0;167;32;555;72;0;4;11;796;169;31;0;52;37;0;0;0;0;2;13
MG;JANUARIA;27017;7808;0;531;24;2034;552;0;32;39;13192;1833;193;0;626;25;2;9;0;1;21;95
MG;JAPARAIBA;2736;1289;0;135;12;295;38;0;2;22;743;83;23;0;73;15;0;0;0;0;1;5
AL;JAPARATINGA;1585;712;0;26;0;104;44;0;34;18;560;30;13;0;26;8;0;0;0;0;0;10
SE;JAPARATUBA;4365;2067;0;66;12;243;82;0;96;28;1363;140;97;0;144;15;0;0;0;0;0;12
RJ;JAPERI;20152;12034;0;526;41;878;816;0;409;86;4326;652;44;0;223;51;0;1;0;1;11;53
