UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
RN;JAPI;1226;622;0;83;2;75;15;0;3;18;359;14;13;0;16;2;0;0;0;0;0;4
PR;JAPIRA;2392;1455;0;54;18;239;61;0;3;9;438;36;23;0;25;26;0;0;0;0;2;3
SE;JAPOATA;2792;1018;0;64;3;219;41;0;24;18;1204;67;52;0;75;2;0;0;0;1;0;4
MG;JAPONVAR;2519;1019;0;79;4;274;29;0;5;11;968;56;24;0;47;3;0;0;0;0;0;0
MS;JAPORA;1838;810;0;60;13;236;30;0;0;6;538;32;30;0;61;15;0;1;0;0;0;6
AM;JAPURA;408;10;0;7;0;20;2;0;0;0;291;74;4;0;0;0;0;0;0;0;0;0
PR;JAPURA;6892;3142;0;376;61;946;122;0;3;17;1295;545;31;0;232;83;0;0;0;4;0;35
PE;JAQUEIRA;1907;643;0;63;0;120;45;0;4;13;863;94;29;0;27;1;0;0;0;0;0;5
RS;JAQUIRANA;2291;1432;0;176;12;325;69;0;1;17;156;9;23;0;38;10;0;5;0;2;1;15
GO;JARAGUA;27433;12306;0;553;90;2883;435;0;259;44;5604;3498;53;0;1432;158;0;1;0;1;3;113
SC;JARAGUA DO SUL;131256;77942;0;2811;655;9289;5997;0;73;265;19879;7122;452;0;3192;847;28;105;0;55;14;2530
MS;JARAGUARI;2316;1108;0;120;15;383;76;0;0;13;478;25;21;0;46;17;0;1;0;0;0;13
AL;JARAMATAIA;948;362;0;30;3;77;7;0;0;15;401;30;7;0;8;6;0;0;0;0;0;2
CE;JARDIM;9488;2295;0;208;12;909;100;0;7;97;5309;403;58;0;56;13;0;0;0;0;0;21
MS;JARDIM;15235;6400;0;613;114;1929;323;0;17;27;3651;1245;77;0;547;169;0;4;0;3;3;113
PR;JARDIM ALEGRE;8584;4321;0;379;224;901;114;1;4;18;1713;268;54;0;150;404;0;0;0;1;1;31
RN;JARDIM DE ANGICOS;620;207;0;8;0;36;7;0;2;2;337;14;4;0;2;0;0;0;0;0;0;1
RN;JARDIM DE PIRANHAS;5095;1248;0;145;15;534;33;0;9;43;2375;567;14;0;47;9;0;0;0;0;1;55
PI;JARDIM DO MULATO;668;136;0;10;0;52;1;0;0;1;376;81;4;0;5;0;0;1;0;0;1;0
RN;JARDIM DO SERIDO;5759;1610;0;183;7;362;71;0;132;22;2510;716;54;0;64;16;0;0;0;0;1;11
PR;JARDIM OLINDA;1095;676;0;46;11;69;13;0;0;5;196;22;10;0;40;6;0;0;0;0;0;1
SC;JARDINOPOLIS;1318;739;0;33;12;146;24;0;1;7;271;34;9;0;14;14;0;2;0;0;0;12
SP;JARDINOPOLIS;27092;15226;0;1175;299;2300;905;0;289;123;4135;1168;172;0;538;549;1;3;0;0;10;199
RS;JARI;2115;1029;0;125;10;274;44;0;0;10;554;6;18;0;23;8;0;2;0;1;0;11
SP;JARINU;21882;13187;0;694;63;1975;842;0;6;95;4060;341;66;0;329;65;3;2;0;1;2;151
RO;JARU;41023;8874;0;1125;237;3415;280;0;76;25;18342;7344;232;0;567;347;0;0;0;2;8;149
GO;JATAI;82404;33093;0;2655;1131;10449;2095;0;474;177;16987;9233;325;0;3085;1848;3;8;0;4;17;820
PR;JATAIZINHO;8399;4569;0;394;93;796;198;0;13;33;1519;494;38;0;114;100;2;1;0;3;1;31
PE;JATAUBA;4194;981;0;201;11;479;31;0;3;244;2062;109;17;0;25;15;0;0;0;0;0;16
MS;JATEI;2142;994;0;68;8;276;29;0;3;9;538;65;50;0;69;17;0;0;0;0;0;16
CE;JATI;2844;996;0;82;5;266;22;0;2;191;1095;100;27;0;34;14;0;0;0;0;0;10
MA;JATOBA;958;152;0;7;0;135;12;0;0;4;575;50;20;0;2;0;0;0;0;0;0;1
PE;JATOBA;2323;762;0;61;1;137;20;0;64;30;1019;167;17;0;34;4;0;0;0;0;1;6
PI;JATOBA DO PIAUI;1283;254;0;45;0;138;8;0;3;3;711;101;16;0;4;0;0;0;0;0;0;0
SP;JAU;109245;60494;3;2643;462;7476;4187;1;666;358;22009;6873;535;0;1922;771;15;11;0;16;16;787
TO;JAU DO TOCANTINS;1110;380;0;28;5;115;15;0;1;2;445;61;9;0;45;3;0;0;0;0;0;1
GO;JAUPACI;1499;598;0;26;7;155;21;0;17;5;519;41;7;0;95;6;0;0;0;0;0;2
MT;JAURU;6549;1971;0;176;7;690;71;0;6;12;3035;410;52;0;85;11;0;0;0;0;3;20
MG;JECEABA;3032;1467;0;118;24;238;63;0;36;28;943;36;15;0;32;25;0;1;0;1;2;3
MG;JENIPAPO DE MINAS;2392;572;0;39;0;151;25;0;0;11;1464;63;37;0;27;0;0;0;0;0;0;3
MA;JENIPAPO DOS VIEIRAS;1903;198;0;73;0;212;8;0;0;7;1334;53;13;0;1;2;0;0;0;0;0;2
MG;JEQUERI;5807;2421;0;188;12;636;72;0;36;19;2244;21;65;0;51;15;0;0;0;1;12;14
AL;JEQUIA DA PRAIA;1457;497;0;41;5;117;17;0;7;9;616;38;49;0;45;8;0;0;0;0;0;8
BA;JEQUIE;72924;24816;0;2074;346;5595;1714;0;24;232;27738;8344;437;0;603;449;78;1;0;0;76;397
MG;JEQUITAI;2653;955;0;70;6;251;35;0;2;3;1091;113;38;0;72;9;0;2;0;0;1;5
MG;JEQUITIBA;2301;1132;0;99;8;260;32;0;33;19;604;11;46;0;41;12;0;0;0;1;0;3
MG;JEQUITINHONHA;6155;2238;0;119;2;495;97;1;48;60;2659;282;52;0;80;1;1;1;0;0;4;15
BA;JEREMOABO;9201;2529;0;110;14;655;91;0;7;37;5264;271;67;0;109;27;0;0;0;0;4;16
PB;JERICO;2244;468;0;25;1;110;23;0;1;8;1457;129;3;0;7;0;0;0;0;0;2;10
SP;JERIQUARA;1962;1200;0;78;33;192;93;0;2;8;225;11;21;0;68;16;2;0;0;0;0;13
ES;JERONIMO MONTEIRO;6175;2753;0;119;11;504;105;0;1;29;1996;549;24;0;48;10;2;0;0;1;4;19
PI;JERUMENHA;917;204;0;25;5;68;9;0;1;3;515;79;1;0;5;1;0;0;0;1;0;0
MG;JESUANIA;2369;1267;0;93;5;213;54;0;3;24;627;27;15;0;30;6;0;0;0;0;0;5
PR;JESUITAS;7226;3691;0;377;60;935;118;0;3;20;1348;385;52;0;121;91;0;1;0;1;1;22
GO;JESUPOLIS;835;444;0;32;0;105;10;0;1;4;169;26;9;0;35;0;0;0;0;0;0;0
CE;JIJOCA DE JERICOACOARA;10187;2139;0;119;3;1478;166;0;0;21;5052;751;26;1;72;4;0;0;0;0;5;350
RO;JI-PARANA;100918;27979;0;3169;895;10243;1299;0;188;100;39548;12932;729;0;1611;1674;3;0;0;9;38;501
BA;JIQUIRICA;3873;1210;0;67;0;353;69;0;1;31;1970;117;29;0;18;1;0;0;0;0;1;6
BA;JITAUNA;2278;827;0;43;3;253;51;0;0;17;938;102;25;0;9;0;0;0;0;0;0;10
SC;JOACABA;26352;14683;0;826;250;2603;1124;0;4;66;3701;1767;50;0;416;319;2;11;0;36;6;488
MG;JOAIMA;3759;1416;0;85;3;380;71;0;6;17;1557;125;46;0;39;1;2;1;0;0;8;2
MG;JOANESIA;1781;631;0;25;1;114;27;0;13;11;897;8;20;0;25;4;1;0;0;0;0;4
SP;JOANOPOLIS;10781;5796;0;477;27;1021;328;0;5;57;2398;387;24;0;145;20;1;0;0;2;3;90
PE;JOAO ALFREDO;7829;2400;0;282;7;832;161;0;49;628;3134;229;33;0;40;6;0;0;0;0;0;28
RN;JOAO CAMARA;13112;4257;0;430;25;956;194;0;146;32;5718;1010;63;0;103;37;0;0;0;0;11;130
PI;JOAO COSTA;566;86;0;8;0;43;2;0;0;0;394;23;9;0;0;0;0;0;0;1;0;0
RN;JOAO DIAS;515;170;0;9;3;45;10;0;1;3;244;24;1;0;1;3;0;0;0;0;0;1
BA;JOAO DOURADO;5870;2711;0;198;3;610;56;0;0;60;1991;113;59;0;31;5;3;0;0;0;6;24
MA;JOAO LISBOA;7023;1465;0;150;11;528;62;0;159;12;3717;805;17;0;71;10;0;0;0;0;1;15
MG;JOAO MONLEVADE;48771;29288;0;1697;594;5307;1577;0;322;155;7274;379;263;0;718;611;11;4;0;6;44;521
ES;JOAO NEIVA;8529;4287;0;353;144;1033;220;0;3;34;1497;480;41;0;204;169;0;0;0;6;3;55
PB;JOAO PESSOA;424541;225547;0;6573;799;27282;14911;3;9317;1209;114731;7437;2433;0;3328;1528;15;55;0;19;125;9229
MG;JOAO PINHEIRO;28212;13445;0;1393;573;3040;455;0;139;87;5260;1348;415;0;905;940;45;1;1;4;28;133
SP;JOAO RAMALHO;2079;1327;0;36;7;205;51;0;0;9;312;40;42;0;34;9;0;0;0;1;0;6
MG;JOAQUIM FELICIO;1123;562;0;54;1;156;22;0;3;5;256;17;20;0;24;1;0;0;0;0;1;1
AL;JOAQUIM GOMES;2865;1065;0;123;6;223;47;0;7;30;1134;44;93;0;70;18;0;0;0;0;1;4
PE;JOAQUIM NABUCO;2769;1012;0;87;1;111;46;0;47;22;1126;118;70;0;110;5;0;1;0;0;4;9
PI;JOAQUIM PIRES;2098;483;0;55;3;184;14;0;2;6;1185;137;21;0;3;2;0;0;0;0;0;3
PR;JOAQUIM TAVORA;7235;3895;0;307;51;798;188;0;4;24;1333;366;48;0;106;70;1;0;0;0;6;38
PB;JOCA CLAUDINO;537;142;0;8;0;39;5;0;0;5;300;33;4;0;1;0;0;0;0;0;0;0
PI;JOCA MARQUES;792;121;0;10;0;66;1;0;0;4;546;35;6;0;2;0;0;0;0;0;0;1
RS;JOIA;5875;2927;0;433;96;769;125;0;3;20;1167;27;59;0;88;121;0;3;0;3;0;34
SC;JOINVILLE;446525;282870;0;8733;3691;25026;20384;2;139;926;63384;15108;929;1;12421;5283;57;291;0;390;30;6860
MG;JORDANIA;1959;566;0;43;0;160;38;0;0;21;1052;18;28;0;27;0;0;0;0;0;3;3
AC;JORDAO;142;13;0;6;0;14;2;0;0;0;74;33;0;0;0;0;0;0;0;0;0;0
SC;JOSE BOITEUX;3655;2008;0;134;17;327;94;0;0;28;775;127;12;0;94;15;0;1;0;5;1;17
SP;JOSE BONIFACIO;31350;14677;0;952;444;2703;783;0;104;80;7105;2210;183;0;1192;746;7;1;0;0;5;158
RN;JOSE DA PENHA;2242;680;0;39;2;164;21;0;3;19;1177;100;7;0;19;1;0;0;0;0;0;10
PI;JOSE DE FREITAS;12991;2663;0;181;8;691;76;0;49;22;7708;1374;123;0;62;10;1;1;0;0;6;16
MG;JOSE GONCALVES DE MINAS;1971;523;0;33;0;197;27;0;0;13;1097;21;26;0;32;0;0;0;0;0;1;1
MG;JOSE RAYDAN;1728;595;0;47;1;112;18;0;6;3;877;19;18;0;26;3;0;0;0;0;2;1
MA;JOSELANDIA;3917;340;0;86;11;234;15;0;2;17;2802;379;8;0;3;17;0;0;0;0;0;3
MG;JOSENOPOLIS;755;190;0;25;0;61;5;0;0;9;412;17;27;0;7;0;0;0;0;0;0;2
GO;JOVIANIA;5177;2083;0;182;179;676;84;0;9;15;940;373;35;0;244;312;0;2;0;0;2;41
MT;JUARA;25838;6091;0;1148;224;3553;405;0;38;33;10044;3319;103;0;276;377;1;1;0;1;20;204
PB;JUAREZ TAVORA;2117;711;0;43;0;118;23;0;21;7;1101;61;15;0;12;0;0;0;0;0;0;5
TO;JUARINA;680;162;0;13;0;74;5;0;2;4;343;50;8;0;18;0;0;0;0;0;0;1
MG;JUATUBA;14133;8878;0;406;136;1204;420;0;71;72;1920;201;303;0;298;140;0;3;0;7;3;71
PB;JUAZEIRINHO;3346;1603;0;106;12;227;51;0;19;21;1152;79;22;0;28;14;0;0;0;0;3;9
BA;JUAZEIRO;111643;41271;0;3182;297;11122;2223;3;407;1130;43551;4337;1244;0;1434;562;15;7;0;2;47;809
CE;JUAZEIRO DO NORTE;131717;42939;0;2214;199;8655;1729;0;1018;242;59589;11728;318;0;1610;314;20;5;0;2;39;1096
PI;JUAZEIRO DO PIAUI;802;157;0;29;1;80;3;0;0;3;476;40;7;0;3;1;0;0;0;1;0;1
CE;JUCAS;7483;1231;0;145;6;435;45;0;11;9;4834;641;41;0;46;13;0;2;0;0;3;21
PE;JUCATI;2948;1161;0;122;7;196;15;0;2;31;1241;112;32;0;15;13;0;0;0;0;0;1
BA;JUCURUCU;1543;327;0;21;0;143;22;0;0;4;973;31;10;0;2;3;0;0;0;1;1;5
RN;JUCURUTU;7120;1525;0;223;15;583;50;0;149;60;4016;379;10;0;60;19;0;0;0;0;1;30
MT;JUINA;34944;7799;0;1337;283;4020;644;0;59;25;13874;5590;108;0;518;446;1;2;0;3;12;223
MG;JUIZ DE FORA;287787;187340;0;6585;1477;18933;12203;0;1034;924;39730;5032;1792;0;6421;2046;7;45;0;41;83;4094
PI;JULIO BORGES;756;145;0;22;11;113;12;0;0;7;353;54;6;0;12;18;0;0;0;0;0;3
RS;JULIO DE CASTILHOS;13358;6891;0;774;332;2096;475;0;10;35;1467;164;89;0;316;568;0;10;0;19;3;109
SP;JULIO MESQUITA;1880;1264;0;50;6;154;56;0;1;9;203;17;34;0;77;7;0;0;0;0;0;2
SP;JUMIRIM;1817;1065;0;122;17;233;46;0;2;20;211;14;5;0;39;25;0;0;0;4;1;13
MA;JUNCO DO MARANHAO;878;187;0;19;0;47;4;0;1;16;564;32;5;0;2;1;0;0;0;0;0;0
PB;JUNCO DO SERIDO;1204;573;0;64;11;131;18;0;1;5;351;22;5;0;4;10;0;0;0;0;0;9
AL;JUNDIA;690;278;0;19;0;46;26;0;0;8;278;7;13;0;14;1;0;0;0;0;0;0
RN;JUNDIA;954;265;0;17;0;60;13;0;4;7;544;24;12;0;2;0;0;0;0;0;0;6
SP;JUNDIAI;341743;219874;0;8016;3122;24939;15622;2;152;886;47242;7452;1224;1;3521;4676;3;37;2;190;38;4744
PR;JUNDIAI DO SUL;1259;727;0;44;1;143;27;0;0;1;247;19;30;0;15;3;0;0;0;0;0;2
AL;JUNQUEIRO;6185;1703;0;195;71;393;58;1;9;26;2551;729;115;0;209;116;3;0;0;0;0;6
SP;JUNQUEIROPOLIS;13832;7519;0;562;166;1181;284;0;97;40;2295;630;242;0;510;226;1;3;0;0;7;69
PE;JUPI;5042;2052;0;264;9;355;47;0;5;54;1853;266;66;0;32;23;0;0;0;0;1;15
SC;JUPIA;1711;850;0;68;17;259;24;0;2;5;351;64;12;0;17;29;0;0;0;3;0;10
SP;JUQUIA;8375;4656;0;479;55;667;268;0;8;48;1582;267;54;0;183;65;0;2;0;7;1;33
SP;JUQUITIBA;17752;10823;0;742;85;1424;928;0;4;145;2828;167;120;0;213;114;1;4;0;10;4;140
MG;JURAMENTO;652;268;0;21;1;53;7;0;0;4;262;9;19;0;5;1;0;0;0;0;1;1
PR;JURANDA;6070;2776;0;358;85;868;98;0;2;8;1132;448;18;0;97;131;0;1;0;1;2;45
PE;JUREMA;2953;1225;0;100;0;218;43;0;4;57;1092;162;18;0;18;8;0;0;0;0;0;8
PI;JUREMA;680;182;0;23;1;71;9;0;0;2;352;9;29;0;0;0;0;0;0;0;0;2
PB;JURIPIRANGA;1644;715;0;63;4;128;32;0;61;7;516;43;23;0;26;11;0;0;0;0;0;15
PB;JURU;1303;350;0;18;0;113;24;0;8;3;721;56;5;0;0;0;0;0;0;0;1;4
AM;JURUA;540;6;0;10;0;30;2;0;0;0;366;121;4;0;0;0;0;0;0;0;1;0
MG;JURUAIA;7560;3455;0;141;24;746;110;0;1;31;2630;196;36;0;108;33;1;0;0;0;3;45
MT;JURUENA;6662;1188;0;277;45;719;108;0;2;4;3366;768;30;0;45;73;0;0;0;1;1;35
PA;JURUTI;3371;391;0;112;5;305;34;0;1;12;2088;319;55;0;8;4;0;0;0;2;4;31
MT;JUSCIMEIRA;5494;1934;0;199;79;670;108;0;3;11;1521;622;84;0;110;129;1;0;0;0;1;22
BA;JUSSARA;3688;1366;0;86;0;370;43;0;1;29;1671;72;24;0;11;0;0;0;0;0;2;13
GO;JUSSARA;16909;6137;0;528;85;1736;290;0;100;24;4818;2007;29;0;975;100;0;2;0;1;2;75
PR;JUSSARA;4830;2337;0;209;104;439;81;0;4;10;808;337;66;0;243;177;0;0;0;3;0;12
BA;JUSSARI;961;342;0;17;0;108;13;0;0;2;444;19;5;0;10;0;0;0;0;0;0;1
BA;JUSSIAPE;2452;652;0;73;3;314;29;0;0;38;1257;35;31;0;9;2;0;0;0;0;0;9
AM;JUTAI;738;11;0;8;0;41;2;0;1;1;559;113;0;0;0;0;0;0;0;0;0;2
MS;JUTI;3295;1596;0;119;29;479;60;0;1;18;695;128;41;0;64;47;0;1;0;0;0;17
MG;JUVENILIA;970;380;0;42;2;69;8;0;1;4;412;13;17;0;16;1;0;0;0;0;0;5
PR;KALORE;3249;1598;0;178;32;442;44;0;1;21;751;88;27;0;19;36;0;0;0;1;2;9
AM;LABREA;2601;186;0;50;3;207;27;0;0;4;1479;601;10;0;3;13;0;0;0;0;8;10
SC;LACERDOPOLIS;2013;990;0;144;75;257;39;0;0;7;289;73;8;0;33;80;0;0;0;1;0;17
MG;LADAINHA;4005;1224;0;75;1;319;39;0;18;22;2078;133;51;0;31;2;0;0;0;0;4;8
MS;LADARIO;8905;4730;0;204;83;579;267;1;21;30;2153;533;71;0;78;118;1;0;0;2;6;28
BA;LAFAIETE COUTINHO;713;208;0;31;0;78;5;0;0;4;342;23;11;0;7;0;0;0;0;0;1;3
MG;LAGAMAR;3868;2020;0;128;62;420;62;0;7;36;779;81;26;0;144;93;2;0;0;0;0;8
SE;LAGARTO;51245;14477;0;1253;175;2805;658;1;1663;140;21731;6659;277;0;1011;214;0;2;0;1;10;168
SC;LAGES;125004;78983;0;3601;1413;10782;4785;0;32;297;15044;3679;443;0;2679;1692;16;58;0;47;17;1436
MA;LAGO DA PEDRA;18016;1627;0;302;12;816;70;0;7;63;13097;1891;23;0;51;13;0;0;0;0;2;42
MA;LAGO DO JUNCO;1832;215;0;20;0;88;8;0;0;3;1365;114;13;0;1;0;0;0;0;0;0;5
MA;LAGO DOS RODRIGUES;3319;321;0;52;11;154;8;0;3;10;2504;220;8;0;5;18;0;0;0;0;0;5
MA;LAGO VERDE;2890;460;0;37;1;171;6;0;0;1;1915;267;11;0;13;2;0;0;0;0;2;4
PB;LAGOA;1080;227;0;26;0;60;10;0;2;4;679;60;6;0;3;0;0;0;0;0;0;3
PI;LAGOA ALEGRE;1502;301;0;23;0;98;8;0;4;4;901;113;41;0;7;0;0;0;0;0;0;2
RS;LAGOA BONITA DO SUL;1611;934;0;82;6;185;19;0;1;12;327;4;15;0;11;11;0;0;0;1;0;3
AL;LAGOA DA CANOA;5476;1516;0;104;4;319;49;0;11;32;2860;451;47;0;50;19;0;0;0;0;0;14
TO;LAGOA DA CONFUSAO;4643;1242;0;275;111;612;53;0;5;5;1465;530;35;0;142;139;0;0;0;0;4;25
MG;LAGOA DA PRATA;37277;17705;0;1369;207;3003;643;0;52;105;8369;3784;190;0;1123;367;3;13;0;7;6;331
RN;LAGOA D'ANTA;1515;501;0;63;0;94;23;0;0;10;755;43;18;0;3;0;0;0;0;0;1;4
PB;LAGOA DE DENTRO;2142;697;0;59;1;170;37;0;3;12;1035;96;21;0;6;1;0;0;0;0;0;4
PE;LAGOA DE ITAENGA;6434;1864;0;439;14;344;168;0;241;57;2740;209;80;0;231;21;0;0;0;0;1;25
RN;LAGOA DE PEDRAS;1740;600;0;42;1;119;18;0;5;7;822;90;20;0;11;2;0;0;0;0;0;3
PI;LAGOA DE SAO FRANCISCO;1208;238;0;12;0;101;5;0;2;6;692;145;5;0;0;0;0;0;0;1;0;1
RN;LAGOA DE VELHOS;752;300;0;35;2;28;18;0;0;0;330;23;6;0;2;5;0;0;0;0;0;3
PI;LAGOA DO BARRO DO PIAUI;992;314;0;42;0;235;28;0;0;13;316;22;18;0;2;0;0;0;0;0;0;2
PE;LAGOA DO CARRO;3928;1494;0;117;2;230;251;0;222;14;1391;111;24;0;55;3;0;0;0;0;4;10
MA;LAGOA DO MATO;1989;117;0;31;0;122;7;0;0;1;1642;52;12;0;0;0;0;1;0;0;0;4
PE;LAGOA DO OURO;2723;558;0;47;2;211;17;0;1;34;1756;54;18;0;5;13;0;0;0;0;2;5
PI;LAGOA DO PIAUI;790;158;0;19;6;66;3;0;8;0;489;22;9;0;2;4;0;0;0;0;1;3
PI;LAGOA DO SITIO;779;196;0;19;0;86;8;0;3;4;382;71;5;0;2;0;0;0;0;0;0;3
TO;LAGOA DO TOCANTINS;763;117;0;19;1;106;6;0;0;1;405;79;10;0;17;1;0;0;0;0;0;1
PE;LAGOA DOS GATOS;3552;1126;0;108;2;315;54;0;5;41;1585;251;8;0;49;5;0;0;0;0;1;2
MG;LAGOA DOS PATOS;1081;388;0;49;3;136;13;0;5;1;425;14;18;0;19;6;0;0;0;0;1;3
RS;LAGOA DOS TRES CANTOS;1493;725;0;132;9;271;63;0;0;7;188;26;6;0;42;14;0;1;0;1;0;8
MG;LAGOA DOURADA;8967;3433;0;511;99;707;158;0;0;56;3253;221;246;0;131;102;0;2;0;0;15;33
MG;LAGOA FORMOSA;11740;6289;0;550;178;1500;172;0;30;29;1994;324;129;0;210;262;0;0;2;2;13;56
MG;LAGOA GRANDE;4486;2081;0;179;17;457;40;0;13;11;1298;133;70;0;151;21;3;0;0;0;2;10
PE;LAGOA GRANDE;4941;1553;0;175;5;467;34;0;25;10;2392;146;22;0;79;13;0;0;0;0;7;13
MA;LAGOA GRANDE DO MARANHAO;1724;133;0;47;0;112;7;0;0;3;1362;55;3;0;2;0;0;0;0;0;0;0
RN;LAGOA NOVA;4815;1793;0;124;2;481;87;0;20;34;1927;264;25;0;35;2;0;0;0;0;0;21
BA;LAGOA REAL;2433;1058;0;115;11;501;51;0;1;32;558;31;41;0;15;14;0;0;0;0;1;4
RN;LAGOA SALGADA;2692;908;0;140;2;177;39;0;2;5;1279;90;13;0;14;3;0;0;0;0;1;19
GO;LAGOA SANTA;595;285;0;24;4;106;8;0;5;8;97;14;7;0;34;3;0;0;0;0;0;0
MG;LAGOA SANTA;35854;21166;0;939;60;2988;1342;0;336;142;6686;803;121;0;693;55;0;6;1;2;47;467
PB;LAGOA SECA;8960;3075;0;283;12;801;198;0;142;44;3879;335;26;0;44;26;1;0;0;0;2;92
RS;LAGOA VERMELHA;20391;12989;0;784;122;2792;798;0;12;72;1789;210;88;0;310;154;0;13;0;2;2;254
RS;LAGOAO;3085;1631;0;121;1;321;89;1;0;8;806;20;49;0;14;2;0;5;0;1;0;16
SP;LAGOINHA;4051;1915;0;179;8;392;114;0;2;27;1284;32;27;0;37;7;0;0;0;1;1;25
PI;LAGOINHA DO PIAUI;890;188;0;8;2;50;13;0;3;0;534;77;5;0;4;6;0;0;0;0;0;0
SC;LAGUNA;30906;17236;0;587;119;1897;1222;0;25;127;6096;2123;97;0;622;201;10;44;0;9;8;483
MS;LAGUNA CARAPA;3702;1470;0;285;115;667;94;0;1;10;596;109;40;0;79;192;0;0;0;0;0;44
BA;LAJE;5519;1554;0;204;6;452;159;0;5;116;2693;207;56;0;49;7;0;0;0;0;0;11
RJ;LAJE DO MURIAE;2265;986;0;44;0;145;45;0;35;7;813;128;18;0;32;3;0;0;0;0;3;6
RS;LAJEADO;73973;40929;0;2416;1138;5226;3680;0;160;189;9852;4606;304;0;2349;1363;7;135;0;152;17;1450
TO;LAJEADO;1056;375;0;36;1;106;19;0;0;3;347;112;12;0;33;7;0;0;0;0;0;5
RS;LAJEADO DO BUGRE;1331;809;0;40;8;85;10;0;0;9;313;20;15;0;9;12;0;0;0;1;0;0
SC;LAJEADO GRANDE;1139;602;0;45;18;167;21;0;0;3;202;26;4;0;25;21;0;0;0;0;0;5
MA;LAJEADO NOVO;1599;281;0;26;1;184;8;0;0;9;931;130;5;0;21;1;0;0;0;0;0;2
BA;LAJEDAO;911;440;0;7;2;104;11;0;0;2;255;28;14;0;40;4;0;0;0;0;0;4
BA;LAJEDINHO;600;210;0;14;1;71;14;0;0;9;233;27;17;0;4;0;0;0;0;0;0;0
PE;LAJEDO;18443;7326;0;715;39;1391;241;0;238;118;6058;1782;68;0;215;155;0;1;0;0;10;86
BA;LAJEDO DO TABOCAL;1487;606;0;58;3;168;18;0;0;11;568;26;15;0;9;0;0;0;0;0;1;4
RN;LAJES;2493;969;0;73;2;206;38;0;26;7;984;132;18;0;24;7;0;0;0;0;1;6
RN;LAJES PINTADAS;1404;554;0;24;0;70;15;0;8;8;683;22;5;0;12;1;0;0;0;0;1;1
MG;LAJINHA;11611;4891;0;396;15;930;173;0;62;73;4535;280;73;0;123;21;1;1;1;1;6;29
BA;LAMARAO;1145;364;0;15;2;47;63;0;0;17;565;24;10;0;33;2;0;0;0;0;0;3
MG;LAMBARI;13118;7064;0;497;48;1290;335;0;19;71;3014;437;40;0;158;45;0;4;0;1;4;91
MT;LAMBARI D'OESTE;2761;811;0;111;36;310;43;0;7;3;1084;194;38;0;63;53;0;0;0;0;0;8
MG;LAMIM;1774;709;0;51;1;117;28;0;1;1;809;13;11;0;20;2;0;0;0;0;2;9
PI;LANDRI SALES;1177;188;0;29;4;62;12;0;1;6;819;43;1;0;9;2;0;0;0;0;0;1
PR;LAPA;29677;16800;0;1419;413;2945;885;3;7;140;4842;651;250;0;645;487;1;3;0;4;2;180
BA;LAPAO;5601;2477;0;192;5;534;38;3;1;26;2090;95;64;0;52;8;0;0;0;0;1;15
ES;LARANJA DA TERRA;8294;2777;0;386;16;492;58;0;43;31;3944;403;36;0;54;32;0;0;0;2;2;18
MG;LARANJAL;3536;1457;0;120;370;281;47;0;10;13;911;51;9;0;77;180;0;0;0;0;2;8
PR;LARANJAL;2663;1353;0;83;9;317;53;0;1;14;752;24;33;0;10;12;0;0;0;0;0;2
AP;LARANJAL DO JARI;5685;1530;0;112;3;372;105;0;9;10;2763;701;25;0;7;12;0;0;0;0;7;29
SP;LARANJAL PAULISTA;19824;11460;0;868;131;1863;778;0;16;75;2909;636;304;0;461;158;2;1;0;1;3;158
SE;LARANJEIRAS;6763;2984;0;124;177;268;72;0;260;59;1999;251;45;0;252;241;0;0;0;1;3;27
PR;LARANJEIRAS DO SUL;21309;12862;0;1084;275;2717;619;0;16;64;2383;283;122;0;325;364;2;4;0;1;4;184
MG;LASSANCE;1940;865;0;62;3;232;37;0;7;23;612;29;21;0;40;5;0;0;0;0;0;4
PB;LASTRO;836;153;0;10;0;60;1;0;0;5;561;38;7;0;1;0;0;0;0;0;0;0
SC;LAURENTINO;6250;3156;0;334;61;718;216;0;1;7;926;453;8;0;221;72;0;4;0;1;0;72
BA;LAURO DE FREITAS;85323;47350;0;2519;327;8158;4804;1;533;514;14057;1653;764;0;2034;473;12;11;0;12;78;2023
SC;LAURO MULLER;15087;6966;0;457;634;949;351;0;6;32;2779;588;52;0;746;1388;1;2;0;6;1;129
TO;LAVANDEIRA;454;158;0;5;0;35;4;0;0;1;221;22;3;0;3;0;0;0;0;0;0;2
SP;LAVINIA;2926;1554;0;84;25;325;61;0;6;6;572;126;20;0;98;42;0;0;0;0;0;7
MG;LAVRAS;68336;36656;0;1483;973;5460;2064;0;67;229;15431;2056;326;0;1741;1180;1;14;1;6;31;617
CE;LAVRAS DA MANGABEIRA;7624;1806;0;168;13;451;65;0;1;34;4618;338;49;0;40;14;0;0;0;0;1;26
